LON, LAT, OBS, Historical,   rcp26_2016-2035,        rcp26_2046-2065,        rcp26_2081-2100,        rcp45_2016-2035,        rcp45_2046-2065,        rcp45_2081-2100,        rcp60_2016-2035,        rcp60_2046-2065,        rcp60_2081-2100,        rcp85_2016-2035,        rcp85_2046-2065,        rcp85_2081-2100
120.55,23.05,5.4,"	     6.0882","	     6.6341","	     7.1795","	     6.8273","	     6.6433","	     7.0483","	     7.1617","	     6.3618","	     6.9412","	     7.7102","	     6.5576","	     7.4879","	     8.7818"
121.3,24,5,"	     6.4441","	     6.6318","	     7.1659","	     7.1636","	     6.5900","	     7.3900","	     7.4767","	     6.2765","	     6.9529","	     7.7238","	     6.7288","	     7.6167","	     8.7485"
121.3,24,5,"	     6.4441","	     6.6318","	     7.1659","	     7.1636","	     6.5900","	     7.3900","	     7.4767","	     6.2765","	     6.9529","	     7.7238","	     6.7288","	     7.6167","	     8.7485"
120.55,22.85,5.45,"	     6.0985","	     6.6273","	     7.2045","	     6.8318","	     6.6617","	     7.0433","	     7.2317","	     6.4471","	     7.0088","	     7.7294","	     6.6030","	     7.5152","	     8.8167"
121.3,23.6,5.25,"	     6.3000","	     6.6227","	     7.2364","	     6.9864","	     6.5833","	     7.0017","	     6.9950","	     6.1912","	     7.0882","	     7.6785","	     6.6439","	     7.5212","	     8.5879"
121.4,23.6,5.65,"	     6.2824","	     6.6182","	     7.2091","	     6.9727","	     6.5317","	     6.9533","	     6.8983","	     6.1912","	     7.0853","	     7.6746","	     6.5591","	     7.4061","	     8.5136"
120.8,23.25,5.9,"	     6.0221","	     6.6136","	     7.1182","	     6.8386","	     6.5717","	     7.0567","	     7.1533","	     6.2588","	     6.7529","	     7.4283","	     6.4424","	     7.4273","	     8.5500"
121.25,23.45,5.3,"	     6.2559","	     6.6136","	     7.2295","	     6.9500","	     6.6200","	     7.0367","	     6.9617","	     6.2353","	     7.0824","	     7.6512","	     6.6591","	     7.5045","	     8.5500"
121.4,24.05,5.35,"	     6.3029","	     6.6136","	     7.0614","	     7.0841","	     6.5383","	     7.2933","	     7.2767","	     6.1441","	     6.9441","	     7.7045","	     6.6364","	     7.4773","	     8.4697"
121.7,24.7,6.2,"	     6.4426","	     6.6136","	     7.0886","	     7.0909","	     6.5950","	     7.2383","	     6.9767","	     6.2853","	     7.1088","	     7.8635","	     6.6970","	     7.4515","	     8.4333"
121.55,24.75,5.6,"	     6.2382","	     6.6114","	     7.1568","	     7.0000","	     6.4967","	     7.2467","	     6.8950","	     6.1559","	     7.1235","	     7.8607","	     6.6106","	     7.4530","	     8.5106"
120.95,23.15,5.95,"	     6.1662","	     6.6091","	     7.0159","	     6.8568","	     6.6833","	     7.1800","	     7.2433","	     6.3529","	     6.8206","	     7.6214","	     6.6136","	     7.4652","	     8.5758"
121,23,4.8,"	     6.2162","	     6.6045","	     7.1614","	     6.8818","	     6.7433","	     7.0917","	     7.0683","	     6.4029","	     6.8588","	     7.6390","	     6.6894","	     7.4848","	     8.6303"
120.6,22.7,5.85,"	     6.0941","	     6.6023","	     7.1773","	     6.8500","	     6.7467","	     7.0933","	     7.1517","	     6.3971","	     7.0324","	     7.7132","	     6.6652","	     7.4712","	     8.7879"
121.1,24.3,5.55,"	     6.3191","	     6.5955","	     7.2545","	     7.1682","	     6.5133","	     7.4883","	     7.4067","	     6.4029","	     6.7118","	     7.6203","	     6.6136","	     7.4515","	     8.5364"
121.55,24.8,5.5,"	     6.2338","	     6.5955","	     7.1159","	     7.0386","	     6.5217","	     7.3233","	     6.9300","	     6.1765","	     7.1029","	     7.9074","	     6.6106","	     7.4742","	     8.5409"
121.1,24.3,5.55,"	     6.3191","	     6.5955","	     7.2545","	     7.1682","	     6.5133","	     7.4883","	     7.4067","	     6.4029","	     6.7118","	     7.6203","	     6.6136","	     7.4515","	     8.5364"
121.35,23.8,5.8,"	     6.3118","	     6.5886","	     7.1205","	     6.9750","	     6.5367","	     7.0283","	     6.9783","	     6.1324","	     7.0676","	     7.7183","	     6.6288","	     7.4712","	     8.5606"
121.5,24.55,5.4,"	     6.2191","	     6.5864","	     7.1500","	     6.9886","	     6.4933","	     7.1783","	     6.8600","	     6.0647","	     7.1500","	     7.7749","	     6.5879","	     7.4182","	     8.4242"
121.7,25,7.05,"	     6.2397","	     6.5750","	     7.0591","	     7.0932","	     6.5850","	     7.2950","	     6.9400","	     6.1794","	     6.9941","	     7.8949","	     6.6045","	     7.4485","	     8.5030"
120.55,22.95,5.45,"	     6.0838","	     6.5750","	     7.2136","	     6.8023","	     6.6500","	     7.0583","	     7.1433","	     6.3824","	     6.9647","	     7.6500","	     6.5864","	     7.5121","	     8.7818"
120.6,23.3,4.95,"	     5.9868","	     6.5636","	     7.1114","	     6.8727","	     6.5800","	     7.0233","	     7.0733","	     6.2206","	     6.8088","	     7.5520","	     6.4530","	     7.4727","	     8.6197"
120.85,23.35,5.9,"	     6.0250","	     6.5614","	     7.0364","	     6.9114","	     6.5883","	     7.1150","	     7.2367","	     6.2853","	     6.8176","	     7.4909","	     6.4455","	     7.4030","	     8.5530"
120.85,23.35,5.9,"	     6.0250","	     6.5614","	     7.0364","	     6.9114","	     6.5883","	     7.1150","	     7.2367","	     6.2853","	     6.8176","	     7.4909","	     6.4455","	     7.4030","	     8.5530"
121.3,23.5,5.55,"	     6.2353","	     6.5591","	     7.1932","	     6.8659","	     6.5150","	     6.9633","	     6.8400","	     6.1559","	     7.0206","	     7.5842","	     6.5364","	     7.4076","	     8.4303"
120.9,22.7,5.1,"	     6.1794","	     6.5477","	     7.1227","	     6.7864","	     6.7200","	     7.0533","	     7.0617","	     6.3706","	     6.9324","	     7.7529","	     6.7152","	     7.4288","	     8.5818"
120.9,22.7,5.1,"	     6.1794","	     6.5477","	     7.1227","	     6.7864","	     6.7200","	     7.0533","	     7.0617","	     6.3706","	     6.9324","	     7.7529","	     6.7152","	     7.4288","	     8.5818"
121.45,24.05,5.2,"	     6.2515","	     6.5477","	     6.9977","	     7.0114","	     6.4783","	     7.2217","	     7.1850","	     6.1382","	     6.9471","	     7.7277","	     6.6091","	     7.4621","	     8.4136"
121.3,23.45,5.35,"	     6.2147","	     6.5455","	     7.1477","	     6.8000","	     6.5183","	     6.9250","	     6.8150","	     6.1206","	     7.0029","	     7.5159","	     6.5258","	     7.3576","	     8.3727"
121.65,24.7,6.5,"	     6.3015","	     6.5318","	     7.0114","	     6.9727","	     6.5017","	     7.1683","	     6.8483","	     6.1353","	     7.0618","	     7.7889","	     6.5742","	     7.3409","	     8.3182"
120.95,23.4,6,"	     6.0956","	     6.5295","	     7.0727","	     6.9227","	     6.5550","	     7.1767","	     7.2017","	     6.2265","	     6.7882","	     7.5067","	     6.4727","	     7.3985","	     8.5667"
120.85,22.3,6.5,"	     6.1515","	     6.5273","	     7.2341","	     6.8477","	     6.8367","	     7.1650","	     7.1433","	     6.3941","	     6.9824","	     7.8330","	     6.7409","	     7.6091","	     8.7742"
121.25,23.4,5,"	     6.1647","	     6.5250","	     7.1477","	     6.8500","	     6.5467","	     6.9467","	     6.8767","	     6.1941","	     6.9618","	     7.5567","	     6.5485","	     7.3758","	     8.4212"
120.6,22.65,5.85,"	     6.0441","	     6.5136","	     7.1591","	     6.7886","	     6.6650","	     7.0567","	     7.0600","	     6.3324","	     6.9824","	     7.6893","	     6.5955","	     7.3894","	     8.6924"
121.6,24.4,5.65,"	     6.1824","	     6.5114","	     7.1977","	     6.9659","	     6.4533","	     7.1967","	     6.8017","	     6.1882","	     7.1294","	     7.7974","	     6.5879","	     7.3818","	     8.3742"
120.55,22.9,5.35,"	     5.9441","	     6.5091","	     7.0659","	     6.7477","	     6.5567","	     6.9667","	     7.0800","	     6.3382","	     6.8794","	     7.6023","	     6.5015","	     7.3803","	     8.6894"
121.7,24.3,5.2,"	     6.1721","	     6.5045","	     7.0364","	     6.9114","	     6.4000","	     7.0950","	     6.7883","	     6.1735","	     7.0971","	     7.7319","	     6.4697","	     7.3015","	     8.2864"
121.65,24.3,5.5,"	     6.0853","	     6.5023","	     7.0409","	     6.8818","	     6.3450","	     7.0367","	     6.7533","	     6.1088","	     7.0941","	     7.6813","	     6.5167","	     7.2561","	     8.2909"
121.55,25.2,5.8,"	     6.1971","	     6.4955","	     7.0659","	     7.0909","	     6.5800","	     7.3350","	     6.9950","	     6.1794","	     6.8088","	     7.7582","	     6.5864","	     7.5091","	     8.4667"
121.55,24.85,6.1,"	     6.0750","	     6.4795","	     6.9455","	     6.8636","	     6.4083","	     7.1550","	     6.7800","	     5.9618","	     6.9471","	     7.8189","	     6.4045","	     7.3258","	     8.3167"
121.2,24,5.75,"	     6.1662","	     6.4773","	     7.0705","	     6.9455","	     6.4017","	     7.2000","	     7.2867","	     6.1235","	     6.6412","	     7.4271","	     6.4424","	     7.3015","	     8.4955"
121.05,24.2,5.6,"	     6.1588","	     6.4773","	     7.1159","	     7.0477","	     6.3933","	     7.2183","	     7.2533","	     6.2000","	     6.5735","	     7.5076","	     6.4424","	     7.3136","	     8.3530"
120.8,23.45,5.2,"	     5.9824","	     6.4750","	     7.0091","	     6.8636","	     6.4817","	     7.0233","	     7.1183","	     6.2088","	     6.7971","	     7.4348","	     6.3636","	     7.3773","	     8.5288"
120.75,23.5,4.65,"	     5.9559","	     6.4727","	     7.0977","	     6.8341","	     6.4833","	     7.0533","	     7.0867","	     6.2412","	     6.8588","	     7.5118","	     6.4212","	     7.3773","	     8.5864"
120.6,22.75,5.6,"	     5.9691","	     6.4659","	     7.0091","	     6.6932","	     6.5933","	     6.9983","	     7.0067","	     6.2235","	     6.8471","	     7.5659","	     6.5273","	     7.3394","	     8.6773"
121.2,24.15,6.4,"	     6.1426","	     6.4614","	     7.0818","	     7.0750","	     6.4167","	     7.3133","	     7.2633","	     6.2176","	     6.5735","	     7.4594","	     6.4318","	     7.2833","	     8.3530"
120.5,23.15,5.1,"	     5.8941","	     6.4591","	     6.9273","	     6.6227","	     6.3733","	     6.8317","	     6.9183","	     6.0912","	     6.7206","	     7.3868","	     6.2879","	     7.3424","	     8.5379"
121.3,23.65,4.45,"	     6.1456","	     6.4545","	     7.0341","	     6.7955","	     6.3850","	     6.8650","	     6.8683","	     6.0029","	     6.8824","	     7.5511","	     6.4924","	     7.3591","	     8.4258"
121.6,25.2,5.7,"	     6.1485","	     6.4523","	     6.9614","	     7.0568","	     6.4900","	     7.3067","	     7.0267","	     6.1559","	     6.8029","	     7.6373","	     6.5742","	     7.4682","	     8.3424"
121.1,24.2,5.6,"	     6.1324","	     6.4523","	     7.1159","	     7.0750","	     6.3717","	     7.2200","	     7.2383","	     6.2000","	     6.5765","	     7.4187","	     6.4152","	     7.3015","	     8.3455"
120.7,22.3,6.65,"	     6.1235","	     6.4500","	     7.2045","	     6.8250","	     6.6917","	     7.0833","	     7.0733","	     6.3706","	     6.9529","	     7.7985","	     6.7409","	     7.5561","	     8.7606"
121.6,24.3,5.3,"	     6.0235","	     6.4500","	     6.9455","	     6.8136","	     6.2717","	     6.9667","	     6.7300","	     6.0118","	     7.0235","	     7.5776","	     6.3848","	     7.2318","	     8.2545"
121.45,24.1,5,"	     6.1118","	     6.4477","	     6.9295","	     6.8932","	     6.4233","	     7.1050","	     7.0900","	     6.0471","	     6.9176","	     7.6333","	     6.5076","	     7.3652","	     8.2939"
121.45,23.6,5.7,"	     6.1118","	     6.4364","	     7.0295","	     6.8523","	     6.3233","	     6.8033","	     6.7383","	     6.0676","	     6.9294","	     7.4480","	     6.4364","	     7.2227","	     8.2833"
121.5,24.8,5.5,"	     6.0456","	     6.4341","	     6.9568","	     6.8227","	     6.4217","	     7.1600","	     6.7717","	     5.9824","	     6.9618","	     7.7011","	     6.3924","	     7.3197","	     8.3182"
121.1,24.5,6.75,"	     6.2103","	     6.4295","	     7.0659","	     6.9523","	     6.4883","	     7.3267","	     7.1317","	     6.1706","	     6.7853","	     7.5926","	     6.4439","	     7.3530","	     8.4333"
120.5,22.85,5.7,"	     5.9250","	     6.4182","	     7.0295","	     6.6500","	     6.4883","	     6.9250","	     7.0017","	     6.3118","	     6.8471","	     7.5519","	     6.4758","	     7.3000","	     8.5939"
120.65,23.35,5,"	     5.8456","	     6.4068","	     7.0386","	     6.7023","	     6.4183","	     6.8783","	     6.9117","	     6.0824","	     6.6735","	     7.3992","	     6.3212","	     7.3121","	     8.4894"
120.55,23.25,4.9,"	     5.8412","	     6.4045","	     6.9477","	     6.6818","	     6.3650","	     6.8250","	     6.8717","	     6.0618","	     6.6765","	     7.3367","	     6.2818","	     7.2439","	     8.4742"
120.55,23.25,4.9,"	     5.8412","	     6.4045","	     6.9477","	     6.6818","	     6.3650","	     6.8250","	     6.8717","	     6.0618","	     6.6765","	     7.3367","	     6.2818","	     7.2439","	     8.4742"
120.55,23.3,4.85,"	     5.8235","	     6.3955","	     6.9432","	     6.6977","	     6.3533","	     6.8283","	     6.8650","	     6.0235","	     6.6794","	     7.3373","	     6.2515","	     7.2652","	     8.4606"
120.55,23.3,4.85,"	     5.8235","	     6.3955","	     6.9432","	     6.6977","	     6.3533","	     6.8283","	     6.8650","	     6.0235","	     6.6794","	     7.3373","	     6.2515","	     7.2652","	     8.4606"
121.45,24.65,4.95,"	     6.0544","	     6.3932","	     7.0045","	     6.8318","	     6.3950","	     7.1033","	     6.7050","	     5.9471","	     6.9676","	     7.6429","	     6.3803","	     7.3288","	     8.3394"
121.45,24.65,4.95,"	     6.0544","	     6.3932","	     7.0045","	     6.8318","	     6.3950","	     7.1033","	     6.7050","	     5.9471","	     6.9676","	     7.6429","	     6.3803","	     7.3288","	     8.3394"
121.45,23.7,5.4,"	     6.1338","	     6.3886","	     6.9818","	     6.8227","	     6.2500","	     6.7233","	     6.7017","	     5.9941","	     6.8206","	     7.4923","	     6.3561","	     7.1727","	     8.2788"
120.85,22.75,5.4,"	     6.0103","	     6.3727","	     6.9773","	     6.6477","	     6.5083","	     6.9183","	     6.8883","	     6.1618","	     6.7588","	     7.5570","	     6.4788","	     7.1985","	     8.4379"
121.2,24.1,6.25,"	     6.0515","	     6.3682","	     6.9523","	     6.8523","	     6.2750","	     7.1100","	     7.1383","	     6.0382","	     6.5471","	     7.3302","	     6.2864","	     7.1561","	     8.3076"
121.5,23.65,5.75,"	     6.0824","	     6.3636","	     6.9955","	     6.7727","	     6.2117","	     6.7017","	     6.6750","	     5.9765","	     6.8294","	     7.4271","	     6.3909","	     7.1348","	     8.1576"
120.6,23.35,5.4,"	     5.7809","	     6.3614","	     6.8795","	     6.6455","	     6.2900","	     6.8300","	     6.8517","	     6.0118","	     6.6353","	     7.3345","	     6.2424","	     7.2318","	     8.3939"
121.2,24.2,6.05,"	     6.0353","	     6.3614","	     6.9841","	     6.9977","	     6.3517","	     7.1783","	     7.1200","	     6.1235","	     6.4912","	     7.3483","	     6.3439","	     7.1667","	     8.2530"
120.6,22.4,6.05,"	     5.9265","	     6.3614","	     7.1000","	     6.6432","	     6.5450","	     6.9367","	     6.9167","	     6.1971","	     6.7971","	     7.6163","	     6.4848","	     7.3348","	     8.5621"
120.8,23.35,5.75,"	     5.8206","	     6.3386","	     6.8409","	     6.6886","	     6.3450","	     6.8617","	     7.0217","	     6.1000","	     6.6088","	     7.2051","	     6.2545","	     7.1833","	     8.3182"
120.8,23.35,5.75,"	     5.8206","	     6.3386","	     6.8409","	     6.6886","	     6.3450","	     6.8617","	     7.0217","	     6.1000","	     6.6088","	     7.2051","	     6.2545","	     7.1833","	     8.3182"
121.05,24.4,4.8,"	     5.9500","	     6.3364","	     6.8500","	     6.8227","	     6.2217","	     7.0767","	     6.9950","	     6.1353","	     6.4676","	     7.3440","	     6.2727","	     7.1955","	     8.1773"
121.7,24.9,6.75,"	     5.9603","	     6.3318","	     6.8545","	     6.7886","	     6.2950","	     7.0200","	     6.6433","	     5.9794","	     6.8735","	     7.7009","	     6.3136","	     7.2000","	     8.2439"
121.6,24.35,5.3,"	     5.9235","	     6.3227","	     6.8841","	     6.7114","	     6.1533","	     6.8850","	     6.5550","	     5.9147","	     6.8441","	     7.4574","	     6.3136","	     7.0697","	     8.0909"
121.75,24.85,6.7,"	     5.9485","	     6.3159","	     6.8500","	     6.8341","	     6.2533","	     6.9250","	     6.6267","	     5.9971","	     6.8294","	     7.6274","	     6.3288","	     7.1742","	     8.1621"
121.8,25,8.45,"	     5.8882","	     6.3159","	     6.7205","	     6.8364","	     6.1883","	     6.9183","	     6.6333","	     5.8941","	     6.6824","	     7.5331","	     6.3455","	     7.1303","	     8.1530"
121.75,24.85,6.7,"	     5.9485","	     6.3159","	     6.8500","	     6.8341","	     6.2533","	     6.9250","	     6.6267","	     5.9971","	     6.8294","	     7.6274","	     6.3288","	     7.1742","	     8.1621"
121.7,24.85,6.55,"	     5.9132","	     6.3114","	     6.7864","	     6.7977","	     6.2183","	     6.9300","	     6.5633","	     5.9118","	     6.8000","	     7.6187","	     6.2864","	     7.1424","	     8.1879"
120.8,23.3,5.65,"	     5.7735","	     6.3114","	     6.7568","	     6.6523","	     6.3200","	     6.8117","	     6.9417","	     6.0265","	     6.5294","	     7.1901","	     6.1833","	     7.1288","	     8.2742"
121.5,23.6,5.95,"	     6.0162","	     6.3114","	     6.9205","	     6.7227","	     6.1933","	     6.6733","	     6.6350","	     5.9618","	     6.7794","	     7.3683","	     6.2955","	     7.1152","	     8.0818"
121.7,24.85,6.55,"	     5.9132","	     6.3114","	     6.7864","	     6.7977","	     6.2183","	     6.9300","	     6.5633","	     5.9118","	     6.8000","	     7.6187","	     6.2864","	     7.1424","	     8.1879"
120.5,22.9,5.85,"	     5.7691","	     6.3091","	     6.8841","	     6.4432","	     6.3050","	     6.7400","	     6.7750","	     6.1029","	     6.6853","	     7.3164","	     6.3000","	     7.1470","	     8.3939"
121.25,23.6,4.55,"	     6.0088","	     6.3091","	     6.9318","	     6.7114","	     6.3333","	     6.7433","	     6.7983","	     5.9412","	     6.8029","	     7.4697","	     6.3636","	     7.2333","	     8.2848"
120.5,23.3,4.75,"	     5.7603","	     6.3068","	     6.8568","	     6.5432","	     6.2217","	     6.7350","	     6.7300","	     5.9147","	     6.6235","	     7.2430","	     6.1621","	     7.1303","	     8.3530"
120.5,23.3,4.75,"	     5.7603","	     6.3068","	     6.8568","	     6.5432","	     6.2217","	     6.7350","	     6.7300","	     5.9147","	     6.6235","	     7.2430","	     6.1621","	     7.1303","	     8.3530"
121.1,24.35,4.9,"	     5.9618","	     6.2955","	     6.8386","	     6.7409","	     6.2183","	     7.1250","	     7.0183","	     6.1088","	     6.3647","	     7.2170","	     6.2727","	     7.0985","	     8.1455"
121.1,24.35,4.9,"	     5.9618","	     6.2955","	     6.8386","	     6.7409","	     6.2183","	     7.1250","	     7.0183","	     6.1088","	     6.3647","	     7.2170","	     6.2727","	     7.0985","	     8.1455"
121.45,23.4,5.6,"	     5.9838","	     6.2886","	     6.8591","	     6.5500","	     6.2200","	     6.6467","	     6.5283","	     6.0118","	     6.6647","	     7.2410","	     6.2545","	     7.0333","	     8.0606"
120.5,23.1,5.05,"	     5.6971","	     6.2818","	     6.6682","	     6.4023","	     6.1750","	     6.6350","	     6.7417","	     5.9412","	     6.5059","	     7.2153","	     6.1364","	     7.0409","	     8.3212"
120.85,23.05,5.55,"	     5.7574","	     6.2750","	     6.7841","	     6.5523","	     6.3833","	     6.7917","	     6.8817","	     6.1618","	     6.5441","	     7.3155","	     6.1682","	     7.0727","	     8.2955"
120.85,23.05,5.55,"	     5.7574","	     6.2750","	     6.7841","	     6.5523","	     6.3833","	     6.7917","	     6.8817","	     6.1618","	     6.5441","	     7.3155","	     6.1682","	     7.0727","	     8.2955"
121.3,23.75,4.2,"	     5.9706","	     6.2705","	     6.7841","	     6.6227","	     6.1817","	     6.6967","	     6.6567","	     5.8118","	     6.6794","	     7.3410","	     6.3121","	     7.1045","	     8.2485"
120.55,22.5,6,"	     5.7426","	     6.2682","	     6.9205","	     6.5477","	     6.3833","	     6.7783","	     6.7717","	     6.0265","	     6.6412","	     7.3498","	     6.3091","	     7.1439","	     8.3727"
120.85,22.65,6,"	     5.8765","	     6.2682","	     6.8409","	     6.5273","	     6.4183","	     6.7833","	     6.8383","	     6.0412","	     6.5853","	     7.4345","	     6.4242","	     7.1348","	     8.2970"
121.5,23.7,5.25,"	     5.9765","	     6.2568","	     6.8614","	     6.6818","	     6.1100","	     6.5850","	     6.5900","	     5.8853","	     6.6912","	     7.3475","	     6.2439","	     7.0045","	     8.0242"
121.5,24.75,5.3,"	     5.8441","	     6.2386","	     6.7750","	     6.6182","	     6.1717","	     6.8567","	     6.5133","	     5.8118","	     6.7235","	     7.4921","	     6.2045","	     7.0682","	     8.0909"
120.8,22.95,4.85,"	     5.6838","	     6.2250","	     6.7295","	     6.5182","	     6.3250","	     6.7033","	     6.8600","	     6.0206","	     6.5529","	     7.2881","	     6.1636","	     7.0682","	     8.2455"
120.8,22.95,4.85,"	     5.6838","	     6.2250","	     6.7295","	     6.5182","	     6.3250","	     6.7033","	     6.8600","	     6.0206","	     6.5529","	     7.2881","	     6.1636","	     7.0682","	     8.2455"
120.65,23.55,4.5,"	     5.7029","	     6.2114","	     6.7250","	     6.5795","	     6.1983","	     6.8033","	     6.8400","	     5.9735","	     6.5500","	     7.2175","	     6.1258","	     7.1106","	     8.2697"
121.5,24.15,4.5,"	     5.8588","	     6.2114","	     6.6886","	     6.5909","	     6.0633","	     6.8200","	     6.6017","	     5.8529","	     6.6706","	     7.4184","	     6.1985","	     7.0742","	     8.0333"
121.35,24,4.9,"	     5.9676","	     6.2091","	     6.6727","	     6.7136","	     6.1500","	     6.8583","	     6.8850","	     5.8735","	     6.5206","	     7.3839","	     6.2803","	     7.0500","	     8.1697"
121.55,24.15,4.6,"	     5.8382","	     6.2068","	     6.7000","	     6.5318","	     6.0600","	     6.7800","	     6.5883","	     5.8588","	     6.6765","	     7.3776","	     6.2197","	     7.0667","	     7.9742"
121.7,24.25,4.95,"	     5.9088","	     6.2068","	     6.6932","	     6.6182","	     6.0683","	     6.7717","	     6.4783","	     5.8559","	     6.7294","	     7.4127","	     6.1939","	     6.9848","	     7.9273"
121,24.15,5.5,"	     5.8500","	     6.2045","	     6.7818","	     6.7045","	     6.1367","	     6.8333","	     6.9600","	     6.0382","	     6.3853","	     7.2011","	     6.1076","	     7.0803","	     8.0455"
121.5,24.7,5.25,"	     5.8294","	     6.2000","	     6.8477","	     6.6364","	     6.1217","	     6.8300","	     6.5083","	     5.7647","	     6.7853","	     7.4446","	     6.1879","	     7.0712","	     8.0788"
121.5,24.7,5.25,"	     5.8294","	     6.2000","	     6.8477","	     6.6364","	     6.1217","	     6.8300","	     6.5083","	     5.7647","	     6.7853","	     7.4446","	     6.1879","	     7.0712","	     8.0788"
120.8,23.6,4.5,"	     5.7897","	     6.1932","	     6.7205","	     6.5955","	     6.2583","	     6.8667","	     6.8833","	     6.0118","	     6.5971","	     7.1853","	     6.2045","	     7.0606","	     8.3288"
120.85,22.55,6,"	     5.7309","	     6.1909","	     6.7341","	     6.4636","	     6.3450","	     6.6450","	     6.6633","	     5.9824","	     6.4941","	     7.4053","	     6.3591","	     7.0545","	     8.1758"
120.5,23.25,4.9,"	     5.6397","	     6.1841","	     6.6636","	     6.4205","	     6.1017","	     6.6167","	     6.5850","	     5.8000","	     6.4824","	     7.0774","	     6.0258","	     6.9864","	     8.2136"
120.5,23.25,4.9,"	     5.6397","	     6.1841","	     6.6636","	     6.4205","	     6.1017","	     6.6167","	     6.5850","	     5.8000","	     6.4824","	     7.0774","	     6.0258","	     6.9864","	     8.2136"
121.55,24.2,4.75,"	     5.8353","	     6.1818","	     6.7091","	     6.4795","	     5.9900","	     6.7717","	     6.4983","	     5.7559","	     6.6559","	     7.3650","	     6.1561","	     7.0136","	     7.9606"
121.5,23.75,5.35,"	     5.8971","	     6.1727","	     6.7114","	     6.5932","	     5.9933","	     6.5267","	     6.4633","	     5.8471","	     6.5882","	     7.2353","	     6.2015","	     6.8833","	     7.9818"
121.7,24.8,6.1,"	     5.7956","	     6.1682","	     6.5750","	     6.6114","	     6.0783","	     6.7667","	     6.4867","	     5.8029","	     6.6559","	     7.4271","	     6.2212","	     6.9864","	     8.0242"
121.55,22,6.45,"	     5.8676","	     6.1682","	     6.8182","	     6.5750","	     6.6417","	     7.0700","	     7.0083","	     5.9118","	     6.3235","	     7.2359","	     6.3939","	     7.0652","	     8.0379"
121.7,24.8,6.1,"	     5.7956","	     6.1682","	     6.5750","	     6.6114","	     6.0783","	     6.7667","	     6.4867","	     5.8029","	     6.6559","	     7.4271","	     6.2212","	     6.9864","	     8.0242"
120.6,22.85,5.1,"	     5.6471","	     6.1659","	     6.7523","	     6.4273","	     6.2233","	     6.6317","	     6.7267","	     6.0441","	     6.6059","	     7.2551","	     6.1909","	     7.0318","	     8.2788"
121,22.7,4.65,"	     5.7500","	     6.1636","	     6.6932","	     6.3864","	     6.2867","	     6.5333","	     6.5800","	     5.9353","	     6.4206","	     7.2659","	     6.3030","	     7.0288","	     8.0000"
121.4,23.9,5.3,"	     5.8794","	     6.1636","	     6.6886","	     6.5682","	     6.0717","	     6.7267","	     6.6917","	     5.7912","	     6.6441","	     7.2997","	     6.2409","	     7.0667","	     8.0939"
121.35,24.1,5.25,"	     5.8750","	     6.1568","	     6.6341","	     6.6341","	     6.1550","	     6.8617","	     6.9400","	     5.7941","	     6.5029","	     7.2276","	     6.2106","	     7.0227","	     8.0561"
121.35,24.1,5.25,"	     5.8750","	     6.1568","	     6.6341","	     6.6341","	     6.1550","	     6.8617","	     6.9400","	     5.7941","	     6.5029","	     7.2276","	     6.2106","	     7.0227","	     8.0561"
121.15,24.5,6.5,"	     5.9000","	     6.1432","	     6.7727","	     6.5864","	     6.2883","	     7.0300","	     6.8400","	     5.8471","	     6.4412","	     7.2043","	     6.1409","	     7.0424","	     8.0621"
120.9,22.5,5.65,"	     5.7059","	     6.1432","	     6.6932","	     6.4591","	     6.3233","	     6.6050","	     6.6533","	     5.9206","	     6.5265","	     7.4125","	     6.3409","	     7.1030","	     8.1924"
120.6,23.4,4.7,"	     5.5853","	     6.1386","	     6.7045","	     6.3909","	     6.1067","	     6.6050","	     6.6000","	     5.7824","	     6.4088","	     7.1406","	     5.9985","	     6.9955","	     8.1121"
121.15,24.2,5.45,"	     5.7912","	     6.1386","	     6.7591","	     6.7409","	     6.0650","	     6.8867","	     6.9050","	     5.9294","	     6.2912","	     7.1302","	     6.1273","	     6.9394","	     8.0303"
120.75,22.25,6.35,"	     5.8662","	     6.1364","	     6.9341","	     6.5045","	     6.4117","	     6.7800","	     6.7900","	     6.0529","	     6.7029","	     7.5034","	     6.4303","	     7.2833","	     8.3939"
120.95,22.65,5.05,"	     5.6941","	     6.1273","	     6.6909","	     6.3705","	     6.2450","	     6.5050","	     6.5433","	     5.9382","	     6.4382","	     7.2385","	     6.2773","	     6.9591","	     7.9636"
120.85,23.5,5.05,"	     5.6529","	     6.1205","	     6.6136","	     6.4977","	     6.1300","	     6.7683","	     6.7867","	     5.8618","	     6.3794","	     7.0793","	     6.0424","	     6.9258","	     8.1606"
120.7,23.55,4.75,"	     5.6265","	     6.1136","	     6.6591","	     6.5000","	     6.1433","	     6.6833","	     6.6933","	     5.8853","	     6.4794","	     7.0966","	     6.0439","	     6.9758","	     8.1909"
121.05,22.9,4.6,"	     5.7706","	     6.1114","	     6.5795","	     6.3341","	     6.1900","	     6.5283","	     6.5233","	     5.8647","	     6.4147","	     7.1732","	     6.2061","	     6.9470","	     7.9970"
121.6,24.2,4.8,"	     5.7176","	     6.1114","	     6.5705","	     6.3909","	     5.9433","	     6.6117","	     6.3650","	     5.6441","	     6.5706","	     7.2533","	     6.0318","	     6.8636","	     7.8121"
