LON, LAT, OBS, Historical,   rcp26_2016-2035,        rcp26_2046-2065,        rcp26_2081-2100,        rcp45_2016-2035,        rcp45_2046-2065,        rcp45_2081-2100,        rcp60_2016-2035,        rcp60_2046-2065,        rcp60_2081-2100,        rcp85_2016-2035,        rcp85_2046-2065,        rcp85_2081-2100
121.2,23.75,3.15,"	     4.8471","	     5.1182","	     5.6682","	     5.4682","	     5.0783","	     5.5567","	     5.5833","	     4.8353","	     5.5824","	     6.2418","	     5.1197","	     5.8742","	     6.9076"
121.1,22.8,4.4,"	     4.8044","	     5.1182","	     5.6727","	     5.3409","	     5.2417","	     5.5167","	     5.5100","	     4.9471","	     5.4588","	     6.0565","	     5.2576","	     5.8833","	     6.8015"
121.2,23.75,3.15,"	     4.8471","	     5.1182","	     5.6682","	     5.4682","	     5.0783","	     5.5567","	     5.5833","	     4.8353","	     5.5824","	     6.2418","	     5.1197","	     5.8742","	     6.9076"
121.25,24.25,4.9,"	     4.8544","	     5.1136","	     5.5909","	     5.4886","	     5.1033","	     5.8300","	     5.8733","	     4.8529","	     5.3176","	     6.0647","	     5.1076","	     5.8803","	     6.9682"
121.35,24.6,3.8,"	     4.8029","	     5.1114","	     5.7068","	     5.4432","	     5.1283","	     5.7683","	     5.4183","	     4.8059","	     5.6912","	     6.3297","	     5.1424","	     5.9212","	     6.8561"
120.55,23.4,3.8,"	     4.5765","	     5.1114","	     5.5364","	     5.3841","	     5.0267","	     5.5583","	     5.5733","	     4.9029","	     5.4500","	     6.0203","	     5.0061","	     5.8985","	     6.9833"
121.3,23.1,3.6,"	     4.7926","	     5.1114","	     5.4795","	     5.2477","	     5.1133","	     5.4200","	     5.3350","	     4.8971","	     5.3618","	     5.8738","	     5.1258","	     5.7364","	     6.5955"
121.35,23.2,3.9,"	     4.7824","	     5.1114","	     5.5045","	     5.2545","	     5.0283","	     5.4383","	     5.3000","	     4.8882","	     5.3853","	     5.9102","	     5.0773","	     5.7333","	     6.6121"
121.15,23.95,4.85,"	     4.7735","	     5.1068","	     5.4909","	     5.4386","	     5.0850","	     5.7450","	     5.8550","	     4.8235","	     5.3441","	     6.1181","	     5.0591","	     5.7909","	     6.8455"
121.4,23.15,3.85,"	     4.8250","	     5.1045","	     5.5386","	     5.3091","	     5.1117","	     5.4533","	     5.3367","	     4.9294","	     5.4588","	     5.9127","	     5.1121","	     5.7697","	     6.5924"
120.95,22.95,3.8,"	     4.7397","	     5.1000","	     5.5841","	     5.3409","	     5.2000","	     5.4717","	     5.5217","	     4.8706","	     5.4235","	     6.0361","	     5.1409","	     5.7909","	     6.8409"
120.4,23,4.85,"	     4.5574","	     5.0977","	     5.4841","	     5.2750","	     5.0133","	     5.4350","	     5.5017","	     4.8294","	     5.4059","	     5.9412","	     4.9561","	     5.8121","	     6.9652"
120.9,24.45,3.8,"	     4.7941","	     5.0955","	     5.5773","	     5.5795","	     5.0950","	     5.8050","	     5.7167","	     4.9147","	     5.3294","	     6.2291","	     5.0606","	     5.8970","	     6.9288"
121.15,24.6,4.25,"	     4.8103","	     5.0955","	     5.6682","	     5.5159","	     5.1667","	     5.8283","	     5.6550","	     4.8265","	     5.4971","	     6.2486","	     5.1045","	     5.9273","	     6.8545"
120.3,22.7,4.3,"	     4.6926","	     5.0932","	     5.5977","	     5.3455","	     5.1750","	     5.5433","	     5.6433","	     4.9618","	     5.4029","	     6.1721","	     5.1379","	     5.8894","	     6.9742"
120.25,23.05,4.6,"	     4.5559","	     5.0886","	     5.4727","	     5.2886","	     4.9917","	     5.4767","	     5.5767","	     4.8500","	     5.3235","	     5.8825","	     4.9455","	     5.8394","	     6.9591"
121.8,24.85,5.5,"	     4.6882","	     5.0795","	     5.4159","	     5.5045","	     4.9650","	     5.5733","	     5.3867","	     4.7824","	     5.5294","	     6.3031","	     5.0379","	     5.8561","	     6.6909"
121.8,24.85,5.5,"	     4.6882","	     5.0795","	     5.4159","	     5.5045","	     4.9650","	     5.5733","	     5.3867","	     4.7824","	     5.5294","	     6.3031","	     5.0379","	     5.8561","	     6.6909"
121,24.55,4.55,"	     4.7926","	     5.0705","	     5.5614","	     5.4182","	     5.1450","	     5.8083","	     5.6783","	     4.8618","	     5.3824","	     6.1707","	     5.0030","	     5.8500","	     6.8394"
120.5,22.4,5.1,"	     4.6074","	     5.0705","	     5.6045","	     5.3159","	     5.1250","	     5.5550","	     5.5583","	     4.9206","	     5.3500","	     6.1125","	     5.1773","	     5.8758","	     7.0076"
120.4,23.1,4.1,"	     4.4691","	     5.0682","	     5.3909","	     5.2182","	     4.9367","	     5.3617","	     5.4550","	     4.7382","	     5.2941","	     5.8067","	     4.8924","	     5.7258","	     6.8530"
121.05,24.6,4.45,"	     4.8162","	     5.0659","	     5.6205","	     5.4614","	     5.1750","	     5.8350","	     5.6733","	     4.9118","	     5.4176","	     6.1813","	     5.0985","	     5.9000","	     6.9485"
120.35,23,4.75,"	     4.5368","	     5.0614","	     5.4205","	     5.2364","	     4.9433","	     5.4433","	     5.4800","	     4.8029","	     5.3500","	     5.8316","	     4.9227","	     5.7788","	     6.9030"
121.1,24,4.55,"	     4.7088","	     5.0591","	     5.5068","	     5.4341","	     5.0283","	     5.6417","	     5.8167","	     4.8912","	     5.1853","	     5.9889","	     4.9712","	     5.7697","	     6.8288"
121.2,24.65,4.3,"	     4.7779","	     5.0568","	     5.5841","	     5.4614","	     5.1417","	     5.8500","	     5.5917","	     4.7794","	     5.4412","	     6.2693","	     5.0561","	     5.8682","	     6.8061"
120.35,23.2,4.25,"	     4.5206","	     5.0523","	     5.3545","	     5.2273","	     4.9200","	     5.4033","	     5.4600","	     4.7882","	     5.2853","	     5.7988","	     4.8773","	     5.7545","	     6.8500"
120.95,24.25,3.85,"	     4.6809","	     5.0500","	     5.4932","	     5.4841","	     5.0133","	     5.6700","	     5.7050","	     4.9000","	     5.2882","	     6.0794","	     4.9636","	     5.8515","	     6.8212"
120.85,24.3,3.35,"	     4.6676","	     5.0477","	     5.4977","	     5.4250","	     4.9417","	     5.5817","	     5.5817","	     4.8853","	     5.3176","	     6.0881","	     4.9242","	     5.8212","	     6.7833"
120.85,24.3,3.35,"	     4.6676","	     5.0477","	     5.4977","	     5.4250","	     4.9417","	     5.5817","	     5.5817","	     4.8853","	     5.3176","	     6.0881","	     4.9242","	     5.8212","	     6.7833"
120.35,22.7,4.25,"	     4.6603","	     5.0455","	     5.5386","	     5.2818","	     5.0800","	     5.4767","	     5.5900","	     4.8912","	     5.3529","	     6.0190","	     5.0894","	     5.8303","	     6.8894"
120.25,22.8,4.2,"	     4.6074","	     5.0409","	     5.5386","	     5.3455","	     5.1367","	     5.5250","	     5.6300","	     4.9118","	     5.4176","	     5.9933","	     5.0985","	     5.8652","	     6.9530"
120.3,22.55,4.45,"	     4.5985","	     5.0386","	     5.5545","	     5.2705","	     5.0517","	     5.4883","	     5.5683","	     4.8529","	     5.3029","	     5.9980","	     5.1121","	     5.8515","	     6.9424"
120.3,23.1,4.35,"	     4.4897","	     5.0318","	     5.4182","	     5.2045","	     4.8933","	     5.3867","	     5.4900","	     4.7529","	     5.2676","	     5.7385","	     4.8682","	     5.7621","	     6.8515"
120.45,22.45,4.25,"	     4.6015","	     5.0295","	     5.5727","	     5.2795","	     5.0933","	     5.4967","	     5.5183","	     4.8824","	     5.3412","	     6.0890","	     5.1273","	     5.8773","	     6.9606"
121.1,22.75,3.8,"	     4.7500","	     5.0295","	     5.5500","	     5.2364","	     5.1667","	     5.4333","	     5.4300","	     4.9118","	     5.3706","	     6.0296","	     5.1909","	     5.8303","	     6.7242"
120.75,22.05,4.75,"	     4.7103","	     5.0273","	     5.6864","	     5.4023","	     5.3867","	     5.6567","	     5.6217","	     5.1147","	     5.5471","	     6.2755","	     5.3167","	     6.0576","	     7.1348"
121.85,25.1,5.65,"	     4.6118","	     5.0250","	     5.2500","	     5.4182","	     4.9217","	     5.5617","	     5.4667","	     4.7147","	     5.2294","	     5.9918","	     4.9379","	     5.7182","	     6.6197"
121.3,22.95,4.2,"	     4.7279","	     5.0205","	     5.4750","	     5.2432","	     5.0900","	     5.3417","	     5.3483","	     4.8647","	     5.3147","	     5.8505","	     5.0424","	     5.7591","	     6.5894"
120.85,24.25,3.45,"	     4.6029","	     5.0159","	     5.4477","	     5.3955","	     4.9650","	     5.6117","	     5.6017","	     4.8941","	     5.2618","	     5.9759","	     4.9333","	     5.8227","	     6.7712"
120.7,22.05,4,"	     4.6426","	     5.0159","	     5.5727","	     5.3227","	     5.2450","	     5.5917","	     5.5317","	     4.9824","	     5.5324","	     6.1878","	     5.2303","	     5.9455","	     7.0076"
120.25,22.9,4.4,"	     4.5647","	     5.0068","	     5.4795","	     5.1864","	     5.0017","	     5.4917","	     5.5633","	     4.8000","	     5.3735","	     5.8556","	     4.9606","	     5.7833","	     6.9288"
121.2,23.05,3.5,"	     4.7324","	     5.0068","	     5.4818","	     5.2023","	     5.0450","	     5.3850","	     5.3267","	     4.8676","	     5.2353","	     5.8152","	     5.0667","	     5.7409","	     6.6212"
120.9,24.5,4.2,"	     4.7441","	     5.0023","	     5.5136","	     5.4477","	     5.0417","	     5.7533","	     5.6483","	     4.8529","	     5.3118","	     6.1440","	     4.9848","	     5.7985","	     6.8212"
120.3,23.2,4.15,"	     4.4794","	     5.0023","	     5.3750","	     5.2182","	     4.8717","	     5.3950","	     5.4767","	     4.7588","	     5.2647","	     5.7423","	     4.8348","	     5.7470","	     6.8076"
121.15,23.4,3.65,"	     4.6941","	     5.0000","	     5.4364","	     5.2227","	     4.8967","	     5.4167","	     5.3217","	     4.7853","	     5.4382","	     5.8262","	     5.0364","	     5.6864","	     6.6136"
120.85,22,5.2,"	     4.6456","	     4.9886","	     5.6273","	     5.4114","	     5.3583","	     5.6350","	     5.6217","	     5.0706","	     5.5588","	     6.2644","	     5.2848","	     5.9591","	     7.0985"
121,23.35,4,"	     4.5338","	     4.9886","	     5.3364","	     5.3023","	     4.9667","	     5.4383","	     5.5000","	     4.8176","	     5.2588","	     5.7833","	     4.9636","	     5.6409","	     6.7500"
121,23.35,4,"	     4.5338","	     4.9886","	     5.3364","	     5.3023","	     4.9667","	     5.4383","	     5.5000","	     4.8176","	     5.2588","	     5.7833","	     4.9636","	     5.6409","	     6.7500"
121.65,25.1,4.55,"	     4.6779","	     4.9864","	     5.3341","	     5.4045","	     4.9367","	     5.6000","	     5.4100","	     4.6618","	     5.4000","	     6.1358","	     5.0045","	     5.8121","	     6.7576"
120.9,22.1,5.2,"	     4.6471","	     4.9864","	     5.6182","	     5.3591","	     5.3417","	     5.5400","	     5.5517","	     5.0735","	     5.4794","	     6.2571","	     5.2470","	     5.9136","	     7.0818"
120.9,24.15,3.6,"	     4.5868","	     4.9773","	     5.4523","	     5.3818","	     4.9567","	     5.5533","	     5.5717","	     4.8941","	     5.2441","	     6.0138","	     4.9182","	     5.7879","	     6.7500"
121.1,22.85,4.25,"	     4.7147","	     4.9705","	     5.5341","	     5.1932","	     5.1283","	     5.4150","	     5.4183","	     4.8676","	     5.3441","	     5.9828","	     5.1424","	     5.7773","	     6.7061"
121.3,24.65,3.2,"	     4.7015","	     4.9659","	     5.5500","	     5.3000","	     5.0750","	     5.7250","	     5.3650","	     4.6882","	     5.5559","	     6.1681","	     4.9409","	     5.8045","	     6.7152"
120.3,22.9,3.9,"	     4.5221","	     4.9636","	     5.4273","	     5.1932","	     5.0133","	     5.4567","	     5.5167","	     4.7824","	     5.3529","	     5.8763","	     4.9424","	     5.7697","	     6.8970"
120.45,22.55,4.35,"	     4.5412","	     4.9614","	     5.4955","	     5.1795","	     5.0350","	     5.3900","	     5.5550","	     4.8118","	     5.2559","	     5.9565","	     5.0485","	     5.8136","	     6.8803"
121.2,24.7,4.1,"	     4.6765","	     4.9545","	     5.5227","	     5.3477","	     5.0467","	     5.7300","	     5.4500","	     4.6118","	     5.4412","	     6.1443","	     4.9652","	     5.7606","	     6.6697"
120.75,22,4.45,"	     4.6485","	     4.9545","	     5.5909","	     5.3523","	     5.3000","	     5.6267","	     5.5350","	     5.0265","	     5.5294","	     6.1971","	     5.2242","	     5.9545","	     7.0545"
121.25,24.75,4.15,"	     4.7279","	     4.9500","	     5.5477","	     5.3727","	     5.0450","	     5.7333","	     5.4250","	     4.6559","	     5.4382","	     6.1467","	     4.9530","	     5.7561","	     6.6742"
121.7,25.15,5.1,"	     4.6191","	     4.9500","	     5.2523","	     5.4250","	     4.9750","	     5.6200","	     5.5133","	     4.6176","	     5.2059","	     6.0127","	     4.9182","	     5.7788","	     6.6864"
121.5,24.35,3.55,"	     4.5809","	     4.9455","	     5.3773","	     5.2432","	     4.8383","	     5.4417","	     5.3150","	     4.7529","	     5.4765","	     5.9608","	     4.9000","	     5.6576","	     6.5773"
121.3,23.05,3.5,"	     4.6471","	     4.9432","	     5.3636","	     5.0750","	     4.9483","	     5.2183","	     5.1650","	     4.7471","	     5.1941","	     5.6763","	     4.9591","	     5.5803","	     6.3985"
121.4,24.55,3.9,"	     4.6074","	     4.9409","	     5.4432","	     5.2091","	     4.9300","	     5.5217","	     5.2050","	     4.6176","	     5.5647","	     6.0392","	     4.9030","	     5.7015","	     6.5561"
121.4,24.55,3.9,"	     4.6074","	     4.9409","	     5.4432","	     5.2091","	     4.9300","	     5.5217","	     5.2050","	     4.6176","	     5.5647","	     6.0392","	     4.9030","	     5.7015","	     6.5561"
120.25,22.75,3.9,"	     4.5147","	     4.9386","	     5.4295","	     5.1477","	     5.0200","	     5.4417","	     5.4950","	     4.7647","	     5.2824","	     5.8751","	     5.0091","	     5.7167","	     6.7939"
121.65,25.05,4.65,"	     4.6074","	     4.9364","	     5.3682","	     5.3909","	     4.9033","	     5.5400","	     5.2883","	     4.6559","	     5.3824","	     6.1147","	     4.9364","	     5.7364","	     6.6939"
120.65,23.6,3.85,"	     4.5382","	     4.9318","	     5.3568","	     5.3136","	     5.0217","	     5.5300","	     5.5367","	     4.8235","	     5.2706","	     5.9077","	     4.8848","	     5.7197","	     6.8348"
120.45,23.3,4.35,"	     4.3971","	     4.9295","	     5.2841","	     5.0818","	     4.8233","	     5.3033","	     5.3850","	     4.6941","	     5.2029","	     5.7373","	     4.7515","	     5.6621","	     6.8121"
121.15,23.3,3.55,"	     4.6235","	     4.9295","	     5.3500","	     5.1727","	     4.9067","	     5.2967","	     5.2183","	     4.7029","	     5.3088","	     5.7992","	     4.9727","	     5.6379","	     6.5258"
121,23.4,4.2,"	     4.4485","	     4.9250","	     5.3136","	     5.2500","	     4.8983","	     5.4050","	     5.5033","	     4.6971","	     5.1824","	     5.7450","	     4.8773","	     5.6136","	     6.6955"
121.15,23.2,3.35,"	     4.6176","	     4.9250","	     5.3727","	     5.1386","	     4.9150","	     5.3017","	     5.2483","	     4.6765","	     5.2676","	     5.7780","	     5.0106","	     5.6152","	     6.5197"
121,23.4,4.2,"	     4.4485","	     4.9250","	     5.3136","	     5.2500","	     4.8983","	     5.4050","	     5.5033","	     4.6971","	     5.1824","	     5.7450","	     4.8773","	     5.6136","	     6.6955"
120.8,24.4,3.3,"	     4.6088","	     4.9182","	     5.3886","	     5.3341","	     4.9450","	     5.5583","	     5.4867","	     4.8059","	     5.2353","	     6.0198","	     4.8788","	     5.7727","	     6.7455"
120.4,23.2,3.8,"	     4.3574","	     4.9182","	     5.1932","	     5.0477","	     4.7567","	     5.2500","	     5.3467","	     4.6147","	     5.1176","	     5.7132","	     4.7076","	     5.5682","	     6.6712"
121.15,23.45,3.7,"	     4.6132","	     4.9159","	     5.3341","	     5.1614","	     4.7867","	     5.3483","	     5.3000","	     4.7029","	     5.3735","	     5.7259","	     4.9212","	     5.6394","	     6.5591"
120.2,23.15,4.15,"	     4.4838","	     4.9091","	     5.2773","	     5.1432","	     4.7917","	     5.3000","	     5.4400","	     4.6912","	     5.2265","	     5.7034","	     4.7667","	     5.6712","	     6.6985"
120.45,22.5,4.2,"	     4.5265","	     4.9068","	     5.4386","	     5.1477","	     4.9683","	     5.3517","	     5.4300","	     4.7853","	     5.2147","	     5.9274","	     5.0136","	     5.7333","	     6.8015"
121.5,24.25,3.75,"	     4.4897","	     4.9068","	     5.2273","	     5.1773","	     4.7467","	     5.2883","	     5.2800","	     4.6529","	     5.3529","	     5.9334","	     4.8455","	     5.5182","	     6.4788"
121.65,25.2,5.05,"	     4.5294","	     4.9045","	     5.2091","	     5.2636","	     4.8950","	     5.5700","	     5.4150","	     4.6059","	     5.1588","	     5.8986","	     4.7864","	     5.6803","	     6.5879"
120.85,24.2,3.45,"	     4.5147","	     4.9045","	     5.3250","	     5.3159","	     4.9233","	     5.5183","	     5.5433","	     4.8647","	     5.1647","	     5.9203","	     4.8470","	     5.7288","	     6.6833"
121.45,24.25,3.55,"	     4.5353","	     4.9045","	     5.2591","	     5.1818","	     4.7900","	     5.3267","	     5.3467","	     4.6382","	     5.3853","	     5.8776","	     4.8606","	     5.5333","	     6.5667"
121.15,22.75,3.95,"	     4.5882","	     4.9023","	     5.3773","	     5.0682","	     5.0283","	     5.2617","	     5.2867","	     4.7794","	     5.2882","	     5.8084","	     4.9955","	     5.6318","	     6.5182"
120.85,24.15,3.5,"	     4.4868","	     4.8955","	     5.2932","	     5.2341","	     4.8900","	     5.4600","	     5.4733","	     4.8471","	     5.1735","	     5.8754","	     4.7924","	     5.6924","	     6.6394"
120.25,22.85,4.15,"	     4.4618","	     4.8955","	     5.4114","	     5.1659","	     4.9750","	     5.3783","	     5.4783","	     4.7529","	     5.3088","	     5.8491","	     4.9439","	     5.7045","	     6.7788"
121.2,22.95,4.05,"	     4.6088","	     4.8955","	     5.3636","	     5.0932","	     4.9217","	     5.2317","	     5.2083","	     4.7059","	     5.1912","	     5.7059","	     4.8985","	     5.5955","	     6.4758"
120.85,24.1,3.8,"	     4.5426","	     4.8932","	     5.3795","	     5.2773","	     4.9200","	     5.4817","	     5.4750","	     4.8471","	     5.1971","	     5.9666","	     4.8242","	     5.7121","	     6.7076"
121.3,23,3.8,"	     4.6015","	     4.8909","	     5.3568","	     5.0795","	     4.9733","	     5.1867","	     5.1917","	     4.7441","	     5.2676","	     5.6443","	     4.9106","	     5.5742","	     6.4015"
121.2,24.35,4.3,"	     4.6529","	     4.8886","	     5.3182","	     5.2136","	     4.8633","	     5.7150","	     5.5900","	     4.6941","	     5.0824","	     5.8159","	     4.9152","	     5.6227","	     6.5591"
121.2,24.35,4.3,"	     4.6529","	     4.8886","	     5.3182","	     5.2136","	     4.8633","	     5.7150","	     5.5900","	     4.6941","	     5.0824","	     5.8159","	     4.9152","	     5.6227","	     6.5591"
121.45,24.45,4,"	     4.5779","	     4.8886","	     5.3545","	     5.2159","	     4.8933","	     5.4583","	     5.1883","	     4.6618","	     5.4912","	     5.9896","	     4.8939","	     5.6606","	     6.5697"
120.25,23.15,4.55,"	     4.4162","	     4.8841","	     5.2568","	     5.1114","	     4.7683","	     5.2450","	     5.3617","	     4.6500","	     5.1647","	     5.6153","	     4.7152","	     5.6152","	     6.6667"
121.2,24.45,4.85,"	     4.6618","	     4.8795","	     5.3477","	     5.2750","	     4.9333","	     5.6367","	     5.5883","	     4.6471","	     5.1912","	     5.9577","	     4.9667","	     5.6712","	     6.6712"
121,22.85,4.45,"	     4.5750","	     4.8795","	     5.3614","	     5.0773","	     4.9550","	     5.2633","	     5.2950","	     4.6647","	     5.1147","	     5.7788","	     4.9606","	     5.5727","	     6.5545"
121.1,23.2,3.2,"	     4.5029","	     4.8773","	     5.2591","	     5.0182","	     4.8533","	     5.2383","	     5.1617","	     4.6176","	     5.2088","	     5.6955","	     4.9212","	     5.5697","	     6.4818"
121.25,24.6,3.6,"	     4.6103","	     4.8705","	     5.4227","	     5.2432","	     5.0283","	     5.6650","	     5.4250","	     4.5853","	     5.4000","	     6.0707","	     4.8621","	     5.6530","	     6.6470"
120.25,23.2,3.9,"	     4.3838","	     4.8682","	     5.2182","	     5.0568","	     4.7283","	     5.2800","	     5.3683","	     4.6206","	     5.1765","	     5.6336","	     4.7152","	     5.6424","	     6.6485"
121.05,23.25,3.55,"	     4.5221","	     4.8682","	     5.2182","	     5.0068","	     4.8533","	     5.2717","	     5.2400","	     4.7147","	     5.2118","	     5.7200","	     4.8939","	     5.5636","	     6.5485"
120.2,22.95,4.4,"	     4.4382","	     4.8659","	     5.3091","	     5.0818","	     4.8750","	     5.3150","	     5.4483","	     4.6824","	     5.2176","	     5.7407","	     4.8409","	     5.6303","	     6.7788"
121.15,23.5,3.65,"	     4.5529","	     4.8614","	     5.2795","	     5.0886","	     4.7533","	     5.2850","	     5.2700","	     4.6735","	     5.3353","	     5.6998","	     4.8621","	     5.5682","	     6.5152"
120.8,21.95,4.85,"	     4.5794","	     4.8614","	     5.5659","	     5.3000","	     5.2667","	     5.5933","	     5.5350","	     4.9853","	     5.4618","	     6.1850","	     5.2182","	     5.9364","	     6.9727"
121.15,23.5,3.65,"	     4.5529","	     4.8614","	     5.2795","	     5.0886","	     4.7533","	     5.2850","	     5.2700","	     4.6735","	     5.3353","	     5.6998","	     4.8621","	     5.5682","	     6.5152"
121.25,24.65,3.9,"	     4.5882","	     4.8568","	     5.4159","	     5.2091","	     4.9900","	     5.6250","	     5.3717","	     4.6118","	     5.3882","	     6.0294","	     4.8409","	     5.6758","	     6.5970"
121.2,23,3.75,"	     4.6059","	     4.8568","	     5.3818","	     5.0955","	     4.9167","	     5.2300","	     5.1883","	     4.7059","	     5.1588","	     5.6378","	     4.8970","	     5.6106","	     6.4455"
120.2,23.1,4.5,"	     4.3632","	     4.8523","	     5.2614","	     5.0682","	     4.7667","	     5.2200","	     5.3533","	     4.6500","	     5.1176","	     5.5994","	     4.7455","	     5.5667","	     6.6273"
120.25,23.25,4.15,"	     4.4147","	     4.8523","	     5.2477","	     5.1318","	     4.7967","	     5.3200","	     5.3967","	     4.6588","	     5.1794","	     5.6715","	     4.7818","	     5.6318","	     6.7045"
121.25,23,3.9,"	     4.5559","	     4.8523","	     5.2977","	     5.0409","	     4.8967","	     5.1583","	     5.1317","	     4.6324","	     5.1382","	     5.6146","	     4.8591","	     5.5561","	     6.3652"
120.3,23.25,4.4,"	     4.3926","	     4.8500","	     5.2114","	     5.0932","	     4.7683","	     5.3050","	     5.3550","	     4.6618","	     5.1412","	     5.6365","	     4.7379","	     5.6258","	     6.6773"
121.25,23.05,3.45,"	     4.5779","	     4.8500","	     5.2955","	     5.0341","	     4.9117","	     5.2033","	     5.1267","	     4.7000","	     5.1294","	     5.6203","	     4.9045","	     5.5530","	     6.3803"
121.9,25,5.35,"	     4.4309","	     4.8455","	     5.1227","	     5.2909","	     4.7683","	     5.4450","	     5.2750","	     4.6176","	     5.1265","	     5.9625","	     4.7758","	     5.5803","	     6.4742"
121,24,3.9,"	     4.4588","	     4.8455","	     5.2955","	     5.1705","	     4.7800","	     5.3717","	     5.5483","	     4.7353","	     5.0412","	     5.8118","	     4.7303","	     5.5682","	     6.5530"
121.15,23.25,3.3,"	     4.5485","	     4.8455","	     5.2864","	     5.0977","	     4.8467","	     5.2483","	     5.1417","	     4.6294","	     5.2294","	     5.6693","	     4.9409","	     5.5727","	     6.4742"
121.9,25,5.35,"	     4.4309","	     4.8455","	     5.1227","	     5.2909","	     4.7683","	     5.4450","	     5.2750","	     4.6176","	     5.1265","	     5.9625","	     4.7758","	     5.5803","	     6.4742"
121.5,24.9,4.4,"	     4.4779","	     4.8432","	     5.2477","	     5.1864","	     4.8250","	     5.3950","	     5.0767","	     4.6029","	     5.3147","	     6.0096","	     4.8121","	     5.6121","	     6.4485"
121.8,24.8,4.65,"	     4.5191","	     4.8432","	     5.1523","	     5.3159","	     4.7667","	     5.3667","	     5.1983","	     4.6206","	     5.2853","	     6.0034","	     4.8242","	     5.5682","	     6.4530"
121.3,24.6,3.4,"	     4.5779","	     4.8386","	     5.4114","	     5.1864","	     4.9750","	     5.6067","	     5.2683","	     4.5206","	     5.4412","	     6.0317","	     4.8455","	     5.6409","	     6.5909"
120.25,23.1,4.4,"	     4.3368","	     4.8364","	     5.2091","	     5.0659","	     4.7417","	     5.1817","	     5.3383","	     4.5529","	     5.0706","	     5.5611","	     4.7076","	     5.5727","	     6.6136"
120.8,24.35,3.9,"	     4.5426","	     4.8341","	     5.3614","	     5.2659","	     4.8867","	     5.4417","	     5.4200","	     4.7265","	     5.1853","	     5.8492","	     4.7848","	     5.6682","	     6.6424"
120.5,23.4,2.95,"	     4.3353","	     4.8341","	     5.2114","	     5.0341","	     4.7367","	     5.2750","	     5.2600","	     4.6971","	     5.1676","	     5.7429","	     4.6864","	     5.5985","	     6.6682"
120.5,23.4,2.95,"	     4.3353","	     4.8341","	     5.2114","	     5.0341","	     4.7367","	     5.2750","	     5.2600","	     4.6971","	     5.1676","	     5.7429","	     4.6864","	     5.5985","	     6.6682"
121.85,24.9,5.65,"	     4.4500","	     4.8318","	     5.1500","	     5.2864","	     4.7100","	     5.3417","	     5.1217","	     4.5941","	     5.2088","	     5.9680","	     4.7621","	     5.5879","	     6.4379"
121.85,24.9,5.65,"	     4.4500","	     4.8318","	     5.1500","	     5.2864","	     4.7100","	     5.3417","	     5.1217","	     4.5941","	     5.2088","	     5.9680","	     4.7621","	     5.5879","	     6.4379"
120.3,23.15,4.15,"	     4.3794","	     4.8295","	     5.2318","	     5.0841","	     4.7617","	     5.2450","	     5.3517","	     4.6206","	     5.1529","	     5.6063","	     4.7091","	     5.6000","	     6.6864"
120.8,22,5,"	     4.4853","	     4.8273","	     5.5000","	     5.2227","	     5.1783","	     5.4817","	     5.4133","	     4.8765","	     5.3618","	     6.0755","	     5.1152","	     5.7864","	     6.8894"
120.35,23.05,4.7,"	     4.3074","	     4.8273","	     5.2023","	     4.9795","	     4.6967","	     5.1767","	     5.2433","	     4.5588","	     5.0912","	     5.5845","	     4.6955","	     5.5106","	     6.6591"
120.75,23.65,3.3,"	     4.3824","	     4.8250","	     5.2545","	     5.1318","	     4.8567","	     5.3400","	     5.3917","	     4.6324","	     5.0912","	     5.7628","	     4.7212","	     5.5561","	     6.7045"
120.9,22.05,4.9,"	     4.4471","	     4.8250","	     5.4136","	     5.1136","	     5.1817","	     5.3317","	     5.3733","	     4.8441","	     5.3265","	     6.0399","	     5.0712","	     5.6879","	     6.8848"
121.2,24.75,3.6,"	     4.6029","	     4.8227","	     5.3750","	     5.1705","	     4.9117","	     5.6117","	     5.3100","	     4.5529","	     5.2706","	     5.9579","	     4.8500","	     5.6152","	     6.5485"
121.25,24.8,3.55,"	     4.4985","	     4.8205","	     5.2455","	     5.1318","	     4.8400","	     5.4967","	     5.2183","	     4.4882","	     5.2647","	     5.8864","	     4.7379","	     5.5909","	     6.4591"
121.45,24.9,4.3,"	     4.4588","	     4.8159","	     5.2023","	     5.1682","	     4.7817","	     5.3900","	     5.0733","	     4.6059","	     5.2324","	     5.9412","	     4.7288","	     5.6000","	     6.4515"
120.45,22.6,4.45,"	     4.3941","	     4.8159","	     5.3364","	     5.0159","	     4.8900","	     5.2900","	     5.4083","	     4.6618","	     5.1382","	     5.8271","	     4.9409","	     5.6348","	     6.6742"
121.15,22.9,3.65,"	     4.5338","	     4.8159","	     5.2545","	     5.0227","	     4.9033","	     5.1450","	     5.1350","	     4.6676","	     5.1441","	     5.6734","	     4.8348","	     5.5470","	     6.3985"
121.1,22.7,3.55,"	     4.5382","	     4.8136","	     5.3205","	     5.0000","	     4.9483","	     5.2167","	     5.2333","	     4.7265","	     5.2000","	     5.7963","	     4.9515","	     5.6212","	     6.4758"
121.4,24.3,4.2,"	     4.4382","	     4.8091","	     5.1273","	     5.0318","	     4.7067","	     5.3300","	     5.2967","	     4.4235","	     5.1147","	     5.7299","	     4.6742","	     5.4227","	     6.4273"
