lon,lat,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan_daily,Feb_daily,Mar_daily,Apr_daily,May_daily,Jun_daily,Jul_daily,Aug_daily,Sep_daily,Oct_daily,Nov_daily,Dec_daily
120.5,23.45,13.152,19.579,27.97,57.171,134.877,303.453,324.54,395.728,168.862,20.424,5.712,6.475,0.42,0.70,0.90,1.91,4.35,10.12,10.47,12.77,5.63,0.66,0.19,0.21
120.95,22.9,13.171,12.567,20.576,35.081,108.736,214.531,220.158,243.778,154.876,31.766,11.224,12.906,0.42,0.45,0.66,1.17,3.51,7.15,7.10,7.86,5.16,1.02,0.37,0.42
120.45,23.8,13.188,19.202,29.967,51.576,120.854,237.812,158.225,182.002,49.164,3.176,6.443,9.927,0.43,0.69,0.97,1.72,3.90,7.93,5.10,5.87,1.64,0.10,0.21,0.32
121.15,22.8,13.218,17.434,18.212,33.896,76.983,158.09,188.496,184.889,198.091,60.408,23.49,17.29,0.43,0.62,0.59,1.13,2.48,5.27,6.08,5.96,6.60,1.95,0.78,0.56
120.55,24,13.232,20.757,41.787,65.168,143.565,232.459,157.348,172.18,52.817,2.073,3.668,8.689,0.43,0.74,1.35,2.17,4.63,7.75,5.08,5.55,1.76,0.07,0.12,0.28
120.4,23.4,13.252,16.734,20.815,52.74,103.502,281.692,246.472,265.106,90.917,4.942,3.51,5.659,0.43,0.60,0.67,1.76,3.34,9.39,7.95,8.55,3.03,0.16,0.12,0.18
120.4,23.4,13.252,16.734,20.815,52.74,103.502,281.692,246.472,265.106,90.917,4.942,3.51,5.659,0.43,0.60,0.67,1.76,3.34,9.39,7.95,8.55,3.03,0.16,0.12,0.18
121.2,22.9,13.294,18.345,16.651,34.6,84.801,159.718,177.92,196.671,217.39,66.306,25.892,16.965,0.43,0.66,0.54,1.15,2.74,5.32,5.74,6.34,7.25,2.14,0.86,0.55
120.5,24.15,13.332,24.124,40.7,60.537,127.266,189.217,101.108,134.95,38.912,0.876,4.676,8.764,0.43,0.86,1.31,2.02,4.11,6.31,3.26,4.35,1.30,0.03,0.16,0.28
120.5,23.85,13.352,20.898,37.207,55.813,122.69,232.444,161.429,177.128,58.079,2.274,3.49,7.952,0.43,0.75,1.20,1.86,3.96,7.75,5.21,5.71,1.94,0.07,0.12,0.26
120.6,23.1,13.362,13.567,20.325,60.436,254.389,472.67,432.83,473.1,201.195,23.39,6.996,6.061,0.43,0.48,0.66,2.01,8.21,15.76,13.96,15.26,6.71,0.75,0.23,0.20
120.4,23.65,13.416,16.009,29.412,46.355,135.012,244.789,199.04,225.923,68.64,3.245,5.434,4.826,0.43,0.57,0.95,1.55,4.36,8.16,6.42,7.29,2.29,0.10,0.18,0.16
120.45,23.55,13.465,16.282,28.918,52.492,127.914,266.868,242.483,264.934,107.083,3.585,5.033,7.555,0.43,0.58,0.93,1.75,4.13,8.90,7.82,8.55,3.57,0.12,0.17,0.24
120.75,22.4,13.47,10.974,17.027,58.138,208.114,473.818,496.744,628.6,403.894,54.118,13.368,10.021,0.43,0.39,0.55,1.94,6.71,15.79,16.02,20.28,13.46,1.75,0.45,0.32
120.75,22.4,13.47,10.974,17.027,58.138,208.114,473.818,496.744,628.6,403.894,54.118,13.368,10.021,0.43,0.39,0.55,1.94,6.71,15.79,16.02,20.28,13.46,1.75,0.45,0.32
120.55,23.45,13.497,17.852,28.09,56.75,159.69,303.684,372.182,441.226,175.831,14.874,5.192,5.011,0.44,0.64,0.91,1.89,5.15,10.12,12.01,14.23,5.86,0.48,0.17,0.16
120.65,23.2,13.508,14.667,32.028,65.36,230.084,467.495,390.804,468.382,186.318,30.608,5.719,7.527,0.44,0.52,1.03,2.18,7.42,15.58,12.61,15.11,6.21,0.99,0.19,0.24
120.45,23.5,13.513,18.118,27.084,49.83,117.515,270.036,227.07,267.713,96.824,4.674,4.492,5.252,0.44,0.65,0.87,1.66,3.79,9.00,7.32,8.64,3.23,0.15,0.15,0.17
120.8,22.4,13.535,12.192,16.648,51.03,174.726,394.261,394.549,435.151,298.091,54.57,16.196,9.75,0.44,0.44,0.54,1.70,5.64,13.14,12.73,14.04,9.94,1.76,0.54,0.31
120.8,22.4,13.535,12.192,16.648,51.03,174.726,394.261,394.549,435.151,298.091,54.57,16.196,9.75,0.44,0.44,0.54,1.70,5.64,13.14,12.73,14.04,9.94,1.76,0.54,0.31
120.4,23.8,13.554,19.008,30.764,50.508,123.95,216.308,149.274,156.167,48.584,2.306,5.192,9.466,0.44,0.68,0.99,1.68,4.00,7.21,4.82,5.04,1.62,0.07,0.17,0.31
121.15,22.75,13.601,18.116,18.04,38.229,87.203,160.644,196.608,190.476,198.425,50.208,26.425,19.179,0.44,0.65,0.58,1.27,2.81,5.35,6.34,6.14,6.61,1.62,0.88,0.62
120.8,22.1,13.62,13.529,11.18,17.162,109.026,328.508,350.522,367.726,246.682,60.682,14.392,10.532,0.44,0.48,0.36,0.57,3.52,10.95,11.31,11.86,8.22,1.96,0.48,0.34
120.35,23.75,13.639,20.226,30.012,46.272,123.11,211.834,164.879,154.79,52.26,1.561,5.656,9.372,0.44,0.72,0.97,1.54,3.97,7.06,5.32,4.99,1.74,0.05,0.19,0.30
120.3,23.7,13.644,18.382,25.513,44.937,128.404,228.498,142.707,167.315,50.346,0.904,6.22,5.99,0.44,0.66,0.82,1.50,4.14,7.62,4.60,5.40,1.68,0.03,0.21,0.19
120.3,23.45,13.657,13.432,25.101,52.686,119.161,263.644,197.334,192.993,63.678,3.01,4.527,4.486,0.44,0.48,0.81,1.76,3.84,8.79,6.37,6.23,2.12,0.10,0.15,0.14
120.45,23.6,13.693,16.316,33.894,54.732,139.08,267.489,241.526,263.71,96.697,4.212,5.686,7.428,0.44,0.58,1.09,1.82,4.49,8.92,7.79,8.51,3.22,0.14,0.19,0.24
120.6,23.95,13.726,21.795,38.51,55.62,131.183,238.052,184.533,181.084,58.086,1.003,5.403,7.308,0.44,0.78,1.24,1.85,4.23,7.94,5.95,5.84,1.94,0.03,0.18,0.24
121.2,22.85,13.784,17.054,14.966,29.428,73.536,158.298,178.56,191.791,201.002,65.802,22.682,16.404,0.44,0.61,0.48,0.98,2.37,5.28,5.76,6.19,6.70,2.12,0.76,0.53
120.8,23,13.873,18.906,29.28,62.2,291.686,468.402,388.785,406.038,166.514,38.975,6.626,5.997,0.45,0.68,0.94,2.07,9.41,15.61,12.54,13.10,5.55,1.26,0.22,0.19
120.75,23.15,13.888,19.315,37.599,68.356,255.824,449.893,363.27,435.59,174.29,33.882,5.838,7.814,0.45,0.69,1.21,2.28,8.25,15.00,11.72,14.05,5.81,1.09,0.19,0.25
120.5,23.5,13.918,19.031,32.004,56.896,143.541,296.558,317.872,382.849,142.765,10.443,5.519,7.17,0.45,0.68,1.03,1.90,4.63,9.89,10.25,12.35,4.76,0.34,0.18,0.23
120.55,23.95,13.996,21.014,36.296,59.288,132.905,222.421,166.618,179.323,50.522,2.231,3.802,8.148,0.45,0.75,1.17,1.98,4.29,7.41,5.37,5.78,1.68,0.07,0.13,0.26
121.25,22.9,14.116,19.353,16.949,34.654,81.218,151.934,178.592,192.209,215.632,67.653,24.401,17.49,0.46,0.69,0.55,1.16,2.62,5.06,5.76,6.20,7.19,2.18,0.81,0.56
121.25,23.05,14.187,13.228,12.804,27.501,80.309,135.474,181.957,175.312,198.273,40.146,29.092,12.311,0.46,0.47,0.41,0.92,2.59,4.52,5.87,5.66,6.61,1.30,0.97,0.40
120.45,23.65,14.195,16.377,31.068,51.064,136.128,242.212,233.782,236.116,92.113,4.246,3.942,6.305,0.46,0.58,1.00,1.70,4.39,8.07,7.54,7.62,3.07,0.14,0.13,0.20
120.65,23.35,14.21,20.325,30.472,62.643,220.522,416.778,316.904,448.756,177.968,28.116,8.583,10.642,0.46,0.73,0.98,2.09,7.11,13.89,10.22,14.48,5.93,0.91,0.29,0.34
120.5,23.55,14.22,18.279,29.658,60.678,156.08,285.238,290.466,369.683,170.507,11.208,5.974,8.75,0.46,0.65,0.96,2.02,5.03,9.51,9.37,11.93,5.68,0.36,0.20,0.28
120.65,23.3,14.225,17.929,30.38,63.934,202.3,434.614,372.972,438.097,184.182,31.144,8.742,10,0.46,0.64,0.98,2.13,6.53,14.49,12.03,14.13,6.14,1.00,0.29,0.32
120.65,23.3,14.225,17.929,30.38,63.934,202.3,434.614,372.972,438.097,184.182,31.144,8.742,10,0.46,0.64,0.98,2.13,6.53,14.49,12.03,14.13,6.14,1.00,0.29,0.32
120.85,22.7,14.243,18.547,18.344,54.824,201.146,329.824,298.846,351.298,245.878,60.636,19.73,11.986,0.46,0.66,0.59,1.83,6.49,10.99,9.64,11.33,8.20,1.96,0.66,0.39
120.85,22.7,14.243,18.547,18.344,54.824,201.146,329.824,298.846,351.298,245.878,60.636,19.73,11.986,0.46,0.66,0.59,1.83,6.49,10.99,9.64,11.33,8.20,1.96,0.66,0.39
120.85,22.5,14.271,14.467,17.764,42.028,150.81,345.734,327.841,332.227,258.666,48.36,19.064,10.836,0.46,0.52,0.57,1.40,4.86,11.52,10.58,10.72,8.62,1.56,0.64,0.35
120.35,23.4,14.296,15.056,27.618,57.995,120.965,288.405,226.268,250.09,86.724,5.95,5.63,7.098,0.46,0.54,0.89,1.93,3.90,9.61,7.30,8.07,2.89,0.19,0.19,0.23
120.7,23.2,14.296,17.666,35.056,67.17,224.396,445.54,385.403,441.471,194.186,31.46,6.081,7.836,0.46,0.63,1.13,2.24,7.24,14.85,12.43,14.24,6.47,1.01,0.20,0.25
120.35,23.4,14.296,15.056,27.618,57.995,120.965,288.405,226.268,250.09,86.724,5.95,5.63,7.098,0.46,0.54,0.89,1.93,3.90,9.61,7.30,8.07,2.89,0.19,0.19,0.23
120.4,23.5,14.306,15.884,24.738,47.921,110.211,281.028,196.306,210.547,79.552,4.362,4.84,5.475,0.46,0.57,0.80,1.60,3.56,9.37,6.33,6.79,2.65,0.14,0.16,0.18
120.65,24.1,14.307,27.401,50.156,65.831,171.177,253.378,165.343,198.775,66.788,3.633,4.161,10.703,0.46,0.98,1.62,2.19,5.52,8.45,5.33,6.41,2.23,0.12,0.14,0.35
120.65,23.25,14.334,18.246,33.585,70.906,219.986,444.034,408.582,453.047,208.414,33.716,9.272,10.358,0.46,0.65,1.08,2.36,7.10,14.80,13.18,14.61,6.95,1.09,0.31,0.33
120.65,23.25,14.334,18.246,33.585,70.906,219.986,444.034,408.582,453.047,208.414,33.716,9.272,10.358,0.46,0.65,1.08,2.36,7.10,14.80,13.18,14.61,6.95,1.09,0.31,0.33
121.1,22.8,14.338,17.168,19.825,36.738,80.619,167.74,199.837,194.211,225.578,47.975,30.284,17.4,0.46,0.61,0.64,1.22,2.60,5.59,6.45,6.26,7.52,1.55,1.01,0.56
120.6,23.3,14.373,18.542,24.158,59.962,204.94,390.986,401.688,454.146,183.606,21.43,8.552,9.738,0.46,0.66,0.78,2.00,6.61,13.03,12.96,14.65,6.12,0.69,0.29,0.31
120.55,23.35,14.38,18.284,24.76,64.732,186.088,390.303,403.566,473.668,224.609,29.444,6.926,9.609,0.46,0.65,0.80,2.16,6.00,13.01,13.02,15.28,7.49,0.95,0.23,0.31
120.55,23.35,14.38,18.284,24.76,64.732,186.088,390.303,403.566,473.668,224.609,29.444,6.926,9.609,0.46,0.65,0.80,2.16,6.00,13.01,13.02,15.28,7.49,0.95,0.23,0.31
120.75,22.65,14.405,13.808,23.786,73.664,293.916,527.786,462.73,518.217,345.475,74.158,18.049,8.584,0.46,0.49,0.77,2.46,9.48,17.59,14.93,16.72,11.52,2.39,0.60,0.28
120.75,22.65,14.405,13.808,23.786,73.664,293.916,527.786,462.73,518.217,345.475,74.158,18.049,8.584,0.46,0.49,0.77,2.46,9.48,17.59,14.93,16.72,11.52,2.39,0.60,0.28
121.2,23.1,14.507,12.363,16.008,25.09,84.354,140.543,179.588,192.106,235.337,39.18,31.117,11.556,0.47,0.44,0.52,0.84,2.72,4.68,5.79,6.20,7.84,1.26,1.04,0.37
120.8,22.65,14.532,15.672,21.492,59.956,239.52,403.281,378.96,383.585,278.572,62.898,19.361,8.483,0.47,0.56,0.69,2.00,7.73,13.44,12.22,12.37,9.29,2.03,0.65,0.27
120.8,22.65,14.532,15.672,21.492,59.956,239.52,403.281,378.96,383.585,278.572,62.898,19.361,8.483,0.47,0.56,0.69,2.00,7.73,13.44,12.22,12.37,9.29,2.03,0.65,0.27
120.7,23.25,14.535,21.112,35.887,67.416,218.312,445.835,352.725,425.136,172.277,31.62,8.472,9.069,0.47,0.75,1.16,2.25,7.04,14.86,11.38,13.71,5.74,1.02,0.28,0.29
121.15,23.15,14.663,12.785,16.688,23.414,80.758,149.565,185.001,189.455,238.628,45.657,28.846,11.931,0.47,0.46,0.54,0.78,2.61,4.99,5.97,6.11,7.95,1.47,0.96,0.38
120.55,23.5,14.664,18.256,31.092,61.8,163.357,317.206,387.828,448.726,177.658,17.852,6.154,7.587,0.47,0.65,1.00,2.06,5.27,10.57,12.51,14.48,5.92,0.58,0.21,0.24
120.35,23.65,14.689,16.26,24.286,43.352,125.674,237.714,166.234,167.902,51.708,1.979,6.659,5.342,0.47,0.58,0.78,1.45,4.05,7.92,5.36,5.42,1.72,0.06,0.22,0.17
120.35,23.55,14.691,15.25,28.659,58.844,149.962,259.789,192.906,215.354,86.299,2.875,6.469,6.802,0.47,0.54,0.92,1.96,4.84,8.66,6.22,6.95,2.88,0.09,0.22,0.22
120.8,22.7,14.706,16.185,20.968,65.864,255.176,430.306,371.49,406.362,280.342,66.018,18.511,8.464,0.47,0.58,0.68,2.20,8.23,14.34,11.98,13.11,9.34,2.13,0.62,0.27
120.8,22.7,14.706,16.185,20.968,65.864,255.176,430.306,371.49,406.362,280.342,66.018,18.511,8.464,0.47,0.58,0.68,2.20,8.23,14.34,11.98,13.11,9.34,2.13,0.62,0.27
120.5,23.3,14.716,16.125,23.614,58.504,190.617,424.886,467.908,536.93,254.178,37.576,7.608,9.752,0.47,0.58,0.76,1.95,6.15,14.16,15.09,17.32,8.47,1.21,0.25,0.31
120.5,23.3,14.716,16.125,23.614,58.504,190.617,424.886,467.908,536.93,254.178,37.576,7.608,9.752,0.47,0.58,0.76,1.95,6.15,14.16,15.09,17.32,8.47,1.21,0.25,0.31
120.6,24.4,14.784,29.011,46.39,66.215,144.016,158.384,74.833,130.642,34.043,2.579,3.668,9.414,0.48,1.04,1.50,2.21,4.65,5.28,2.41,4.21,1.13,0.08,0.12,0.30
121.2,23,14.868,16.336,17.698,30.378,89.958,165.195,175.522,204.068,183.966,47.768,25.726,13.567,0.48,0.58,0.57,1.01,2.90,5.51,5.66,6.58,6.13,1.54,0.86,0.44
121.1,22.85,14.879,16.624,17.525,35.392,95.567,174.544,208.052,202.936,194.822,51.52,26.218,15.554,0.48,0.59,0.57,1.18,3.08,5.82,6.71,6.55,6.49,1.66,0.87,0.50
120.55,24.3,14.88,30.716,46.878,57.372,152.338,156.743,120.61,125.862,35.826,2.356,5.706,11.869,0.48,1.10,1.51,1.91,4.91,5.22,3.89,4.06,1.19,0.08,0.19,0.38
120.35,23.5,14.884,15.23,28.854,62.683,140.224,282.843,198.43,218.812,82.934,3.677,4.788,5.822,0.48,0.54,0.93,2.09,4.52,9.43,6.40,7.06,2.76,0.12,0.16,0.19
121.2,23.15,14.924,13.317,15.718,26.004,84.48,144.964,195.185,214.521,256.386,51.876,34.288,11.694,0.48,0.48,0.51,0.87,2.73,4.83,6.30,6.92,8.55,1.67,1.14,0.38
121.25,23.15,14.968,13.745,16.243,22.438,92.7,142.954,187.926,215.927,233.192,65.441,33.776,14.166,0.48,0.49,0.52,0.75,2.99,4.77,6.06,6.97,7.77,2.11,1.13,0.46
120.5,24.25,15.012,28.602,46.618,61.946,153.01,174.57,112.996,153.043,30.496,1.764,5.212,10.62,0.48,1.02,1.50,2.06,4.94,5.82,3.65,4.94,1.02,0.06,0.17,0.34
121.3,23.3,15.05,20.018,17.729,27.548,99.269,149.861,184.979,218.656,219.755,102.186,51.543,15.762,0.49,0.71,0.57,0.92,3.20,5.00,5.97,7.05,7.33,3.30,1.72,0.51
120.8,22,15.072,12.419,7.932,14.547,99.644,276.42,273.03,328.043,254.85,49.4,13.287,9.791,0.49,0.44,0.26,0.48,3.21,9.21,8.81,10.58,8.50,1.59,0.44,0.32
120.4,23.35,15.136,16.044,23.206,56.85,126.367,316.591,292.963,300.115,124.836,12.768,6.041,5.956,0.49,0.57,0.75,1.90,4.08,10.55,9.45,9.68,4.16,0.41,0.20,0.19
120.55,23.3,15.156,17.802,23.62,57.765,172.819,417.738,446.258,500.218,222.968,32.624,7.051,9.837,0.49,0.64,0.76,1.93,5.57,13.92,14.40,16.14,7.43,1.05,0.24,0.32
120.55,23.3,15.156,17.802,23.62,57.765,172.819,417.738,446.258,500.218,222.968,32.624,7.051,9.837,0.49,0.64,0.76,1.93,5.57,13.92,14.40,16.14,7.43,1.05,0.24,0.32
120.65,24.4,15.176,33.326,51.492,71.629,153.032,184.633,91.263,141.772,41.722,6.095,6.936,11.36,0.49,1.19,1.66,2.39,4.94,6.15,2.94,4.57,1.39,0.20,0.23,0.37
120.65,24.4,15.176,33.326,51.492,71.629,153.032,184.633,91.263,141.772,41.722,6.095,6.936,11.36,0.49,1.19,1.66,2.39,4.94,6.15,2.94,4.57,1.39,0.20,0.23,0.37
121.05,22.75,15.242,20.008,19.199,38.433,89.452,179.716,229.118,214.79,208.548,44.137,28.112,16.557,0.49,0.71,0.62,1.28,2.89,5.99,7.39,6.93,6.95,1.42,0.94,0.53
120.9,22.6,15.248,14.988,20.941,43.144,130.561,238.584,274.568,269.922,242.762,54.034,23.639,19.633,0.49,0.54,0.68,1.44,4.21,7.95,8.86,8.71,8.09,1.74,0.79,0.63
121.2,23.05,15.282,12.535,15.249,25.896,83.729,150.128,168.805,181.916,180.446,40.518,23.146,10.937,0.49,0.45,0.49,0.86,2.70,5.00,5.45,5.87,6.01,1.31,0.77,0.35
120.9,22.75,15.284,15.92,19.444,41.843,163.564,265.203,247.682,282.725,236.211,45.444,19.636,11.567,0.49,0.57,0.63,1.39,5.28,8.84,7.99,9.12,7.87,1.47,0.65,0.37
120.9,22.75,15.284,15.92,19.444,41.843,163.564,265.203,247.682,282.725,236.211,45.444,19.636,11.567,0.49,0.57,0.63,1.39,5.28,8.84,7.99,9.12,7.87,1.47,0.65,0.37
121.15,23.1,15.306,13.133,19.193,26.649,80.328,150.382,182.454,176.788,255.522,40.589,33.712,13.494,0.49,0.47,0.62,0.89,2.59,5.01,5.89,5.70,8.52,1.31,1.12,0.44
120.9,23,15.31,14.602,22.397,40.116,150.144,283.066,214.092,263.911,158.551,20.412,8.686,9.41,0.49,0.52,0.72,1.34,4.84,9.44,6.91,8.51,5.29,0.66,0.29,0.30
121.2,23.2,15.315,15.771,17.212,26.809,86.338,143.775,176.662,182.273,236.791,44.622,29.121,12.434,0.49,0.56,0.56,0.89,2.79,4.79,5.70,5.88,7.89,1.44,0.97,0.40
121.25,22.95,15.371,17.011,16.711,37.941,89.097,149.454,171.286,195.686,199.893,56.084,27.884,19.265,0.50,0.61,0.54,1.26,2.87,4.98,5.53,6.31,6.66,1.81,0.93,0.62
121.25,23,15.386,15.436,16.804,34.363,84.43,150.678,170,187.652,177.861,48.614,25.58,16.86,0.50,0.55,0.54,1.15,2.72,5.02,5.48,6.05,5.93,1.57,0.85,0.54
121.3,23.25,15.393,17.62,16.66,24.379,97.204,126.336,166.287,208.85,264.814,88.12,39.896,16.42,0.50,0.63,0.54,0.81,3.14,4.21,5.36,6.74,8.83,2.84,1.33,0.53
121.3,23.1,15.415,15.579,17.422,30.416,82.445,129.248,179.709,206.901,199.628,54.108,37.662,16.498,0.50,0.56,0.56,1.01,2.66,4.31,5.80,6.67,6.65,1.75,1.26,0.53
120.6,24.35,15.445,31.528,46.787,62.482,149.775,165.754,97.368,125.612,38.942,2.468,6.052,10.94,0.50,1.13,1.51,2.08,4.83,5.53,3.14,4.05,1.30,0.08,0.20,0.35
121.2,22.95,15.449,16.983,17.318,37.366,91.68,164.524,180.35,201.413,205.007,52.51,30.686,16.172,0.50,0.61,0.56,1.25,2.96,5.48,5.82,6.50,6.83,1.69,1.02,0.52
120.75,23.05,15.452,20.374,35.264,83.212,355.064,518.904,414.266,505.318,227.747,46.962,6.134,7.306,0.50,0.73,1.14,2.77,11.45,17.30,13.36,16.30,7.59,1.51,0.20,0.24
120.75,23,15.462,22.02,33.729,80.993,343.108,538.002,488.695,459.112,247.248,51.79,8.012,6.933,0.50,0.79,1.09,2.70,11.07,17.93,15.76,14.81,8.24,1.67,0.27,0.22
120.3,23.65,15.468,15.178,21.091,46.266,116.532,221.204,147.132,170.684,47.418,1.183,5.908,5.436,0.50,0.54,0.68,1.54,3.76,7.37,4.75,5.51,1.58,0.04,0.20,0.18
121.15,23.2,15.504,13.83,19.924,27.513,85.394,146.286,188.644,180.156,221.76,45.014,26.85,13.684,0.50,0.49,0.64,0.92,2.75,4.88,6.09,5.81,7.39,1.45,0.90,0.44
120.6,24.3,15.528,31.842,47.7,62.293,150.048,165.882,126.928,127.325,45.862,2.203,5.954,11.573,0.50,1.14,1.54,2.08,4.84,5.53,4.09,4.11,1.53,0.07,0.20,0.37
120.5,23.6,15.57,18.636,35.938,60.468,150.366,275.837,293.068,335.096,153.166,9.721,6.066,8.737,0.50,0.67,1.16,2.02,4.85,9.19,9.45,10.81,5.11,0.31,0.20,0.28
120.6,24,15.625,22.278,42.546,65.173,153.956,233.73,148.136,190.774,54.348,2.16,4.259,9.438,0.50,0.80,1.37,2.17,4.97,7.79,4.78,6.15,1.81,0.07,0.14,0.30
120.75,23.2,15.78,20.312,38.8,65.998,231.326,427.401,337.84,378.99,164.163,29.09,6.282,7.658,0.51,0.73,1.25,2.20,7.46,14.25,10.90,12.23,5.47,0.94,0.21,0.25
121.05,22.7,15.86,17.376,20.386,40.815,90.274,190.11,233.394,218.08,219.605,44.874,31.077,16.345,0.51,0.62,0.66,1.36,2.91,6.34,7.53,7.03,7.32,1.45,1.04,0.53
120.9,22.55,15.934,14.388,19.132,39.508,126.345,240.038,279.234,285.824,237.806,51.772,23.178,15.262,0.51,0.51,0.62,1.32,4.08,8.00,9.01,9.22,7.93,1.67,0.77,0.49
120.85,23.05,15.943,19.14,34.534,56.76,242.476,382.566,293.22,315.066,135.08,19.456,7.568,8.378,0.51,0.68,1.11,1.89,7.82,12.75,9.46,10.16,4.50,0.63,0.25,0.27
120.85,23.05,15.943,19.14,34.534,56.76,242.476,382.566,293.22,315.066,135.08,19.456,7.568,8.378,0.51,0.68,1.11,1.89,7.82,12.75,9.46,10.16,4.50,0.63,0.25,0.27
120.6,23.9,15.964,20.992,37.931,55.597,127.136,232.922,189.038,211.509,71.56,2.617,3.736,6.928,0.51,0.75,1.22,1.85,4.10,7.76,6.10,6.82,2.39,0.08,0.12,0.22
121.15,22.9,16.011,15.779,15.707,31.416,89.77,167.976,170.802,199.957,210.346,58.812,28.565,15.647,0.52,0.56,0.51,1.05,2.90,5.60,5.51,6.45,7.01,1.90,0.95,0.50
120.5,23.65,16.029,18.923,37.18,59.976,153.645,258.428,270.222,293.71,120.887,6.539,5.864,8.372,0.52,0.68,1.20,2.00,4.96,8.61,8.72,9.47,4.03,0.21,0.20,0.27
120.55,23.9,16.156,22.129,41.687,60.828,134.493,233.396,158.592,200.359,64.671,3.435,4.718,8.945,0.52,0.79,1.34,2.03,4.34,7.78,5.12,6.46,2.16,0.11,0.16,0.29
120.55,23.55,16.176,17.946,33.674,63.652,173.302,309.467,351.501,442.9,192.089,14.724,5.334,8.824,0.52,0.64,1.09,2.12,5.59,10.32,11.34,14.29,6.40,0.47,0.18,0.28
120.5,23.8,16.23,17.895,33.217,58.952,127.127,236.076,189.512,189.392,63.097,3.768,5.138,8.66,0.52,0.64,1.07,1.97,4.10,7.87,6.11,6.11,2.10,0.12,0.17,0.28
120.35,23.7,16.239,18.903,28.348,46.022,121.191,224.053,179.332,173.614,68.452,2.723,6.253,8.284,0.52,0.68,0.91,1.53,3.91,7.47,5.78,5.60,2.28,0.09,0.21,0.27
120.45,23.4,16.258,16.15,26.304,55.707,114.792,305.241,321.225,404.437,149.336,14.858,5.526,6.02,0.52,0.58,0.85,1.86,3.70,10.17,10.36,13.05,4.98,0.48,0.18,0.19
120.45,23.4,16.258,16.15,26.304,55.707,114.792,305.241,321.225,404.437,149.336,14.858,5.526,6.02,0.52,0.58,0.85,1.86,3.70,10.17,10.36,13.05,4.98,0.48,0.18,0.19
120.75,22.7,16.29,12.348,22.043,70.372,320.944,557.232,489.363,541.459,383.589,74.446,19.952,8.767,0.53,0.44,0.71,2.35,10.35,18.57,15.79,17.47,12.79,2.40,0.67,0.28
120.9,22.25,16.311,13.819,17.761,31.347,132.006,321.313,328.101,309.99,230.694,64.243,18.832,14.208,0.53,0.49,0.57,1.04,4.26,10.71,10.58,10.00,7.69,2.07,0.63,0.46
120.9,22.25,16.311,13.819,17.761,31.347,132.006,321.313,328.101,309.99,230.694,64.243,18.832,14.208,0.53,0.49,0.57,1.04,4.26,10.71,10.58,10.00,7.69,2.07,0.63,0.46
120.6,24.25,16.394,29.13,48.896,65.429,154.676,183.757,150.676,152.772,59.346,3.036,6.037,12.528,0.53,1.04,1.58,2.18,4.99,6.13,4.86,4.93,1.98,0.10,0.20,0.40
120.4,23.75,16.455,19.547,32.994,53.563,124.046,227.66,169.465,173.465,61.758,1.749,6.445,9.898,0.53,0.70,1.06,1.79,4.00,7.59,5.47,5.60,2.06,0.06,0.21,0.32
120.8,22.15,16.5,14.53,12.895,22.482,118.306,361.869,354.332,397.588,269.075,58.648,16.236,12.183,0.53,0.52,0.42,0.75,3.82,12.06,11.43,12.83,8.97,1.89,0.54,0.39
120.65,24.05,16.51,24.836,51.44,70.297,170.769,248.019,171.652,199.058,77.08,2.438,4.873,10.485,0.53,0.89,1.66,2.34,5.51,8.27,5.54,6.42,2.57,0.08,0.16,0.34
121.3,23.2,16.572,16.16,16.107,25.218,85.574,133.146,179.064,218.841,253.808,98.418,40.396,15.594,0.53,0.58,0.52,0.84,2.76,4.44,5.78,7.06,8.46,3.17,1.35,0.50
120.65,23.95,16.577,22.526,41.42,58.995,137.617,267.408,181.682,236.832,71.417,1.844,7.445,8.802,0.53,0.80,1.34,1.97,4.44,8.91,5.86,7.64,2.38,0.06,0.25,0.28
120.7,24.1,16.595,27.554,49.693,66.809,162.623,248.281,164.95,229.63,76.394,2.98,4.805,11.376,0.54,0.98,1.60,2.23,5.25,8.28,5.32,7.41,2.55,0.10,0.16,0.37
120.45,23.7,16.608,17.21,31.346,45.154,135.099,232.108,212.367,197.926,63.948,3.972,5.656,7.042,0.54,0.61,1.01,1.51,4.36,7.74,6.85,6.38,2.13,0.13,0.19,0.23
120.7,23.35,16.64,21.862,36.682,71.142,233.168,465.688,341.316,429.132,170.536,35.758,10.836,10.196,0.54,0.78,1.18,2.37,7.52,15.52,11.01,13.84,5.68,1.15,0.36,0.33
121,22.8,16.658,15.374,24.276,41.903,95.023,198.754,211.863,255.806,204.098,58.519,25.436,14.361,0.54,0.55,0.78,1.40,3.07,6.63,6.83,8.25,6.80,1.89,0.85,0.46
120.6,23.4,16.765,22.306,31.102,75.838,241.09,449.814,344.254,488.456,210.29,32.959,8.527,10.074,0.54,0.80,1.00,2.53,7.78,14.99,11.10,15.76,7.01,1.06,0.28,0.32
120.75,23.25,16.823,23.85,38.868,70.22,219.553,419.226,323.969,382.644,158.969,30.251,9.412,7.646,0.54,0.85,1.25,2.34,7.08,13.97,10.45,12.34,5.30,0.98,0.31,0.25
