lon,lat,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan_daily,Feb_daily,Mar_daily,Apr_daily,May_daily,Jun_daily,Jul_daily,Aug_daily,Sep_daily,Oct_daily,Nov_daily,Dec_daily
120.85,22.15,24.871,21.16,23.984,33.395,131.7,311.692,344.1,367.623,266.044,84.922,26.22,19.538,0.80,0.76,0.77,1.11,4.25,10.39,11.10,11.86,8.87,2.74,0.87,0.63
120.75,24.55,25.048,37.718,73.794,95.756,151.638,169.266,76.758,147.488,45.526,5.45,5.236,13.478,0.81,1.35,2.38,3.19,4.89,5.64,2.48,4.76,1.52,0.18,0.17,0.43
120.65,23.6,25.086,26.939,44.047,80.839,220.042,354.312,332.237,381.328,170.374,23.263,11.53,13.942,0.81,0.96,1.42,2.69,7.10,11.81,10.72,12.30,5.68,0.75,0.38,0.45
120.85,24,25.143,34.622,50.266,89.996,231.762,383.667,232.454,245.845,86.466,10.06,7.678,13.122,0.81,1.24,1.62,3.00,7.48,12.79,7.50,7.93,2.88,0.32,0.26,0.42
120.9,24.1,25.176,39.437,69.072,125.118,243.486,402.604,184.192,254.164,80.544,13.285,7.704,15.433,0.81,1.41,2.23,4.17,7.85,13.42,5.94,8.20,2.68,0.43,0.26,0.50
120.8,23.4,25.266,39.674,54.291,84.752,290.97,480.734,322.278,390.725,160.452,37.994,13.742,15.92,0.82,1.42,1.75,2.83,9.39,16.02,10.40,12.60,5.35,1.23,0.46,0.51
121.65,24.2,25.308,28.401,39.174,52.349,91.288,124.878,140.483,154.179,260.972,177.122,75.539,27.526,0.82,1.01,1.26,1.74,2.94,4.16,4.53,4.97,8.70,5.71,2.52,0.89
120.8,23.45,25.376,45.91,58.254,88.644,305.287,466.548,323.32,419.906,175.572,45.481,18.438,15.715,0.82,1.64,1.88,2.95,9.85,15.55,10.43,13.55,5.85,1.47,0.61,0.51
120.9,24.2,25.446,46.908,72.61,120.769,270.816,400.237,230.891,298.513,106.686,16.912,12.311,16.34,0.82,1.68,2.34,4.03,8.74,13.34,7.45,9.63,3.56,0.55,0.41,0.53
120.85,23.9,25.447,31.896,55.496,105.337,228.502,341.782,225.758,256.024,105.544,14.404,7.706,15.407,0.82,1.14,1.79,3.51,7.37,11.39,7.28,8.26,3.52,0.46,0.26,0.50
120.85,24.25,25.528,39.108,78.774,102.44,231.385,404.864,253.666,329.425,104.264,9.305,11.266,16.782,0.82,1.40,2.54,3.41,7.46,13.50,8.18,10.63,3.48,0.30,0.38,0.54
120.7,23.55,25.532,34.334,45.068,92.952,263.807,420.958,328.711,414.872,152.192,33.137,13.298,15.416,0.82,1.23,1.45,3.10,8.51,14.03,10.60,13.38,5.07,1.07,0.44,0.50
121.1,23.1,25.544,22.226,36.787,40.552,99.695,184.322,196.884,204.18,245.058,59.89,52.206,25.989,0.82,0.79,1.19,1.35,3.22,6.14,6.35,6.59,8.17,1.93,1.74,0.84
121.05,23.1,25.678,23.168,36.249,47.654,110.321,188.364,214.448,206.641,261.111,59.346,41.975,22.88,0.83,0.83,1.17,1.59,3.56,6.28,6.92,6.67,8.70,1.91,1.40,0.74
120.85,23.65,25.765,35.068,50.608,85.786,215.938,319.225,219.244,274.67,120.675,26.252,15.336,17.428,0.83,1.25,1.63,2.86,6.97,10.64,7.07,8.86,4.02,0.85,0.51,0.56
120.85,23.6,25.81,36.338,53.882,77.752,221.648,321.247,233.063,297.032,129.748,32.154,18.057,20.499,0.83,1.30,1.74,2.59,7.15,10.71,7.52,9.58,4.32,1.04,0.60,0.66
120.95,22.7,25.946,29.492,37.71,66.281,149.376,237.681,282.313,309.85,296.726,83.246,42.378,26.794,0.84,1.05,1.22,2.21,4.82,7.92,9.11,10.00,9.89,2.69,1.41,0.86
121.05,23.15,26.02,24.017,36.035,46.845,105.414,184.882,212.652,194.364,247.75,53.242,39.489,22.436,0.84,0.86,1.16,1.56,3.40,6.16,6.86,6.27,8.26,1.72,1.32,0.72
120.95,23.8,26.114,34.016,64.996,123.167,247.27,341.13,227.11,221.21,101.704,21.466,12.944,19.302,0.84,1.21,2.10,4.11,7.98,11.37,7.33,7.14,3.39,0.69,0.43,0.62
121.15,23.35,26.18,31.476,30.833,43.666,89.137,155.916,179.746,207.386,209.58,74.104,43.522,29.142,0.84,1.12,0.99,1.46,2.88,5.20,5.80,6.69,6.99,2.39,1.45,0.94
120.9,24,26.262,37.616,54.546,100.239,247.055,389.51,238.274,249.66,93.354,14.584,9.654,18.946,0.85,1.34,1.76,3.34,7.97,12.98,7.69,8.05,3.11,0.47,0.32,0.61
120.8,23.75,26.503,30.016,54.183,100.134,243.914,360.488,267.549,306.5,128.55,23.216,13.939,13.418,0.85,1.07,1.75,3.34,7.87,12.02,8.63,9.89,4.29,0.75,0.46,0.43
120.95,23.05,26.777,21.706,32.278,52.576,161.174,273.506,257.452,292.94,223.247,43.254,22.188,18.627,0.86,0.78,1.04,1.75,5.20,9.12,8.30,9.45,7.44,1.40,0.74,0.60
120.95,23,26.792,23.4,27.825,51.428,141.313,257.532,260.5,314.765,232.031,44.655,24.936,17.048,0.86,0.84,0.90,1.71,4.56,8.58,8.40,10.15,7.73,1.44,0.83,0.55
121.35,23.4,26.802,28.266,21.978,40.715,99.231,157.051,172.988,198.368,274.736,162.251,68.971,26.002,0.86,1.01,0.71,1.36,3.20,5.24,5.58,6.40,9.16,5.23,2.30,0.84
121,23.05,26.886,24.706,35.11,52.586,126.958,229.294,252.31,279.628,256.964,62.79,36.236,20.982,0.87,0.88,1.13,1.75,4.10,7.64,8.14,9.02,8.57,2.03,1.21,0.68
120.7,23.5,26.902,35.826,50.514,97.069,312.695,506.311,347.996,472.152,185.226,34.326,9.836,13.94,0.87,1.28,1.63,3.24,10.09,16.88,11.23,15.23,6.17,1.11,0.33,0.45
121,23.75,26.932,34.704,59.2,101.583,207.479,274.122,190.358,252.18,112.621,28.053,16.071,20.64,0.87,1.24,1.91,3.39,6.69,9.14,6.14,8.13,3.75,0.90,0.54,0.67
121.7,24.25,27.24,31.091,38.648,60.85,95.884,135.748,122.017,162.717,276.265,213.245,91.98,32.307,0.88,1.11,1.25,2.03,3.09,4.52,3.94,5.25,9.21,6.88,3.07,1.04
121.2,23.3,27.248,24.124,25.532,35.454,91.076,161.569,176.58,198.19,264.725,64.554,37.574,29.065,0.88,0.86,0.82,1.18,2.94,5.39,5.70,6.39,8.82,2.08,1.25,0.94
121.4,23.3,27.25,27.596,22.246,43.358,99.371,139.734,174.564,213.393,236.829,144.924,66.45,28.719,0.88,0.99,0.72,1.45,3.21,4.66,5.63,6.88,7.89,4.67,2.22,0.93
120.85,23.55,27.326,38.63,56.072,91.914,243.765,365.229,229.574,331.612,134.422,39.417,20.03,20.278,0.88,1.38,1.81,3.06,7.86,12.17,7.41,10.70,4.48,1.27,0.67,0.65
121.6,24.2,27.417,31.144,40.588,49.318,88.814,118.756,163.228,171.941,248.306,152.856,74.817,26.43,0.88,1.11,1.31,1.64,2.86,3.96,5.27,5.55,8.28,4.93,2.49,0.85
120.75,24.45,27.438,40.022,73.881,99.465,178.472,204.504,102.079,159.997,56.96,7.562,6.22,15.698,0.89,1.43,2.38,3.32,5.76,6.82,3.29,5.16,1.90,0.24,0.21,0.51
120.9,23.95,27.443,38.385,55.88,92.928,238.848,387.119,210.709,245.522,91.282,13.92,10.826,15.518,0.89,1.37,1.80,3.10,7.70,12.90,6.80,7.92,3.04,0.45,0.36,0.50
120.95,24.05,27.484,36.388,75.268,122.766,259.054,406.83,212.817,260.713,98.047,15.492,10.23,19.733,0.89,1.30,2.43,4.09,8.36,13.56,6.87,8.41,3.27,0.50,0.34,0.64
120.75,23.5,27.522,36.882,48.762,90.848,292.468,461.334,332.452,481.871,173.662,32.644,15.83,16.111,0.89,1.32,1.57,3.03,9.43,15.38,10.72,15.54,5.79,1.05,0.53,0.52
120.9,23.75,27.578,33.917,57.13,105.643,230.183,329.751,222.306,245.39,109.94,27.434,13.808,18.373,0.89,1.21,1.84,3.52,7.43,10.99,7.17,7.92,3.66,0.88,0.46,0.59
121.05,23.75,27.628,35.44,56.546,94.08,193.74,251.402,189.038,252.083,120.085,36.218,15.664,20.682,0.89,1.27,1.82,3.14,6.25,8.38,6.10,8.13,4.00,1.17,0.52,0.67
120.9,23.8,27.778,31.062,59.704,123.602,271.796,351.461,220.763,244.668,101.205,23.105,13.52,18.38,0.90,1.11,1.93,4.12,8.77,11.72,7.12,7.89,3.37,0.75,0.45,0.59
120.85,22.2,27.779,30.275,28.018,41.186,148.695,354.725,366.446,385.258,311.658,93.296,35.817,24.424,0.90,1.08,0.90,1.37,4.80,11.82,11.82,12.43,10.39,3.01,1.19,0.79
120.7,23.6,27.792,34.992,50.132,82.215,230.916,378.72,314.866,377.934,167.61,32.607,14.446,16.293,0.90,1.25,1.62,2.74,7.45,12.62,10.16,12.19,5.59,1.05,0.48,0.53
120.85,24.35,27.936,49.443,91.667,105.16,223.376,353.069,181.39,272.417,84.53,9.481,6.83,19.327,0.90,1.77,2.96,3.51,7.21,11.77,5.85,8.79,2.82,0.31,0.23,0.62
121.65,24.15,28.095,32.123,38.793,54.148,96.2,128.307,143.804,144.514,255.496,155.688,65.264,27.561,0.91,1.15,1.25,1.80,3.10,4.28,4.64,4.66,8.52,5.02,2.18,0.89
120.9,23.85,28.166,34.742,58.685,125.294,263.492,374.096,244.16,263.284,111.108,23.636,12.466,19.809,0.91,1.24,1.89,4.18,8.50,12.47,7.88,8.49,3.70,0.76,0.42,0.64
120.75,24.6,28.168,42.853,81.925,105.25,170.34,177.922,77.126,149.418,49.37,7.796,5.344,15.404,0.91,1.53,2.64,3.51,5.49,5.93,2.49,4.82,1.65,0.25,0.18,0.50
120.75,24.4,28.385,41.716,78.418,103.462,187.222,238.218,130.113,196.237,71.803,9.02,6.922,17.606,0.92,1.49,2.53,3.45,6.04,7.94,4.20,6.33,2.39,0.29,0.23,0.57
121,23.1,28.508,25.144,37.422,58.118,134.478,232.49,255.649,257.87,251.042,61.862,33.104,20.71,0.92,0.90,1.21,1.94,4.34,7.75,8.25,8.32,8.37,2.00,1.10,0.67
121.1,23.45,28.569,41.668,37.825,57.584,162.36,214.088,189.095,226.599,205.374,74.295,49.158,28.886,0.92,1.49,1.22,1.92,5.24,7.14,6.10,7.31,6.85,2.40,1.64,0.93
121.4,23.15,28.578,31.047,21.442,37.948,94.381,140.209,165.968,189.179,233.272,120.871,58.818,34.58,0.92,1.11,0.69,1.26,3.04,4.67,5.35,6.10,7.78,3.90,1.96,1.12
120.9,23.6,28.623,35.539,55.076,77.142,227.822,305.093,243.052,290.34,134.414,35.238,19.378,20.6,0.92,1.27,1.78,2.57,7.35,10.17,7.84,9.37,4.48,1.14,0.65,0.66
121,23.35,28.686,32.89,38.398,73.3,220.141,295.782,249.498,277.834,187.687,61.74,38.012,20.76,0.93,1.17,1.24,2.44,7.10,9.86,8.05,8.96,6.26,1.99,1.27,0.67
121,23.35,28.686,32.89,38.398,73.3,220.141,295.782,249.498,277.834,187.687,61.74,38.012,20.76,0.93,1.17,1.24,2.44,7.10,9.86,8.05,8.96,6.26,1.99,1.27,0.67
120.85,23.3,28.83,40.007,53.756,88.896,291.225,452.384,324.492,347.686,156.964,41.102,18.671,16.74,0.93,1.43,1.73,2.96,9.39,15.08,10.47,11.22,5.23,1.33,0.62,0.54
121.05,23.8,28.985,37.513,62.408,98.964,203.396,275.448,177.364,239.348,125.009,30.765,15.079,20.462,0.94,1.34,2.01,3.30,6.56,9.18,5.72,7.72,4.17,0.99,0.50,0.66
120.9,24.25,29.028,51.53,89.138,111.196,249.152,418.859,233.005,341.047,103.102,17.999,13.846,17.288,0.94,1.84,2.88,3.71,8.04,13.96,7.52,11.00,3.44,0.58,0.46,0.56
120.95,24.2,29.09,46.808,84.76,113.502,245.24,383.922,188.744,214.481,73.886,14.65,7.862,17.251,0.94,1.67,2.73,3.78,7.91,12.80,6.09,6.92,2.46,0.47,0.26,0.56
120.95,24.1,29.196,45.068,82.703,130.142,261.086,405.335,214.666,237.81,93.414,15.472,9.095,20.022,0.94,1.61,2.67,4.34,8.42,13.51,6.92,7.67,3.11,0.50,0.30,0.65
121.7,24.3,29.322,29.635,42.104,59.701,102.883,140.73,133.34,168.474,294.172,254.076,93.41,37.742,0.95,1.06,1.36,1.99,3.32,4.69,4.30,5.43,9.81,8.20,3.11,1.22
120.95,24,29.399,41.414,67.687,113.734,237.238,369.631,242.895,264.782,92.982,15.622,10.289,19.286,0.95,1.48,2.18,3.79,7.65,12.32,7.84,8.54,3.10,0.50,0.34,0.62
121,23.4,29.4,38.296,43.476,84.653,229.936,300.058,241.08,278.544,191.199,64.823,42.748,28.023,0.95,1.37,1.40,2.82,7.42,10.00,7.78,8.99,6.37,2.09,1.42,0.90
121,23.4,29.4,38.296,43.476,84.653,229.936,300.058,241.08,278.544,191.199,64.823,42.748,28.023,0.95,1.37,1.40,2.82,7.42,10.00,7.78,8.99,6.37,2.09,1.42,0.90
121.1,23.3,29.404,25.066,24.246,41.647,98.785,155.642,158.846,187.826,245.615,91.742,39.384,21.635,0.95,0.90,0.78,1.39,3.19,5.19,5.12,6.06,8.19,2.96,1.31,0.70
120.95,23.75,29.456,37.7,58.698,111.884,233.852,322.102,243.845,258.345,117.786,28.862,15.04,22.326,0.95,1.35,1.89,3.73,7.54,10.74,7.87,8.33,3.93,0.93,0.50,0.72
120.7,23.7,29.468,30.392,51.476,91.728,231.914,369.936,341.26,377.923,152.728,25.822,14.463,14.14,0.95,1.09,1.66,3.06,7.48,12.33,11.01,12.19,5.09,0.83,0.48,0.46
120.75,24.65,29.53,45.201,81.5,105.634,155.989,175.746,74.558,145.306,49.085,9.006,8.022,16.748,0.95,1.61,2.63,3.52,5.03,5.86,2.41,4.69,1.64,0.29,0.27,0.54
121,23.8,29.564,39.576,63.07,115.128,222.079,308.384,194.405,228.526,105.05,22.538,13.445,20.304,0.95,1.41,2.03,3.84,7.16,10.28,6.27,7.37,3.50,0.73,0.45,0.65
120.8,23.7,29.57,35.786,56.042,92.847,255.702,365.234,270.874,339.16,134.441,30.298,16.53,16.245,0.95,1.28,1.81,3.09,8.25,12.17,8.74,10.94,4.48,0.98,0.55,0.52
120.95,24.15,29.665,47.401,78.268,120.518,267.626,389.597,184.378,226.168,76.392,13.43,9.462,17.392,0.96,1.69,2.52,4.02,8.63,12.99,5.95,7.30,2.55,0.43,0.32,0.56
120.8,24.55,29.922,43.6,77.336,102.664,161.27,162.877,86.236,153.574,53.986,6.812,6.912,12.572,0.97,1.56,2.49,3.42,5.20,5.43,2.78,4.95,1.80,0.22,0.23,0.41
121.05,23.2,29.946,23.906,32.888,44.202,116.921,178.623,221.562,214.406,232.265,56.292,38.613,20.264,0.97,0.85,1.06,1.47,3.77,5.95,7.15,6.92,7.74,1.82,1.29,0.65
121.6,24.15,29.991,36.01,46.694,54.634,86.724,122.9,164.96,151.997,231.426,135.508,65.507,29.212,0.97,1.29,1.51,1.82,2.80,4.10,5.32,4.90,7.71,4.37,2.18,0.94
121.05,22.9,30.146,27.691,36.963,51.162,115.707,201.752,270.094,300.382,274.828,59.656,43.004,28.038,0.97,0.99,1.19,1.71,3.73,6.73,8.71,9.69,9.16,1.92,1.43,0.90
120.75,23.55,30.209,38.737,52.335,93.104,275.728,435.071,312.614,444.63,165.676,35.716,17.85,18.184,0.97,1.38,1.69,3.10,8.89,14.50,10.08,14.34,5.52,1.15,0.60,0.59
121.65,24.1,30.214,30.82,40.275,51.639,95.884,128.663,140.492,144.361,252.038,149.124,61.693,27.516,0.97,1.10,1.30,1.72,3.09,4.29,4.53,4.66,8.40,4.81,2.06,0.89
120.8,24.5,30.301,43.144,74.73,92.302,158.454,174.596,80.054,166.887,56.15,6.527,7.267,14.396,0.98,1.54,2.41,3.08,5.11,5.82,2.58,5.38,1.87,0.21,0.24,0.46
120.9,23.9,30.346,36.484,60.106,111.034,264.028,401.078,225.706,259.542,114.816,18.892,12.36,17.998,0.98,1.30,1.94,3.70,8.52,13.37,7.28,8.37,3.83,0.61,0.41,0.58
120.85,23.4,30.438,43.454,56.266,94.996,293.352,472.142,320.209,373.168,146.968,41.882,15.066,19.598,0.98,1.55,1.82,3.17,9.46,15.74,10.33,12.04,4.90,1.35,0.50,0.63
120.85,23.4,30.438,43.454,56.266,94.996,293.352,472.142,320.209,373.168,146.968,41.882,15.066,19.598,0.98,1.55,1.82,3.17,9.46,15.74,10.33,12.04,4.90,1.35,0.50,0.63
120.7,23.65,30.45,32.066,54.135,87.403,254.732,395.472,362.189,401.39,167.963,31.826,15.752,16.916,0.98,1.15,1.75,2.91,8.22,13.18,11.68,12.95,5.60,1.03,0.53,0.55
121.05,23.3,30.577,24.577,31.618,55.87,150.778,211.173,215.064,220.319,241.383,65.733,36.833,18.462,0.99,0.88,1.02,1.86,4.86,7.04,6.94,7.11,8.05,2.12,1.23,0.60
121.05,23.3,30.577,24.577,31.618,55.87,150.778,211.173,215.064,220.319,241.383,65.733,36.833,18.462,0.99,0.88,1.02,1.86,4.86,7.04,6.94,7.11,8.05,2.12,1.23,0.60
120.85,23.35,30.716,38.822,53.896,86.857,279.083,455.013,315.55,365.728,148.11,41.694,15.069,15.878,0.99,1.39,1.74,2.90,9.00,15.17,10.18,11.80,4.94,1.34,0.50,0.51
120.85,23.35,30.716,38.822,53.896,86.857,279.083,455.013,315.55,365.728,148.11,41.694,15.069,15.878,0.99,1.39,1.74,2.90,9.00,15.17,10.18,11.80,4.94,1.34,0.50,0.51
121.55,24.2,30.725,35.489,47.452,43.905,90.536,134.236,163.044,177.893,254.992,144.8,64.615,27.2,0.99,1.27,1.53,1.46,2.92,4.47,5.26,5.74,8.50,4.67,2.15,0.88
121.1,23.75,30.816,36.626,58.438,86.393,175.448,241.218,163.928,250.718,158.464,38.448,17.615,22.682,0.99,1.31,1.89,2.88,5.66,8.04,5.29,8.09,5.28,1.24,0.59,0.73
121.55,24.15,30.84,37.007,57.019,46.341,87.098,113.05,179.137,178.981,218.226,116.815,56.364,29.874,0.99,1.32,1.84,1.54,2.81,3.77,5.78,5.77,7.27,3.77,1.88,0.96
120.85,23.25,30.865,39.193,57.557,97.952,289.934,482.38,343.721,364.983,178.221,46.52,18.752,15,1.00,1.40,1.86,3.27,9.35,16.08,11.09,11.77,5.94,1.50,0.63,0.48
120.95,23.95,31.073,43.195,70.394,109.724,253.382,357.564,251.572,262.519,101.209,14.773,10.724,18.794,1.00,1.54,2.27,3.66,8.17,11.92,8.12,8.47,3.37,0.48,0.36,0.61
121.15,23.4,31.09,37.422,36.316,48.124,122.155,177.496,195.071,196.8,203.387,81.742,46.91,30.082,1.00,1.34,1.17,1.60,3.94,5.92,6.29,6.35,6.78,2.64,1.56,0.97
120.95,23.85,31.252,40.605,63.008,134.563,259.502,380.823,232.656,249.882,115.272,21.532,14.938,20.848,1.01,1.45,2.03,4.49,8.37,12.69,7.51,8.06,3.84,0.69,0.50,0.67
120.95,23.1,31.358,28.829,38.594,67.06,189.718,313.553,285.822,318.057,232.546,52.776,25.157,19.805,1.01,1.03,1.24,2.24,6.12,10.45,9.22,10.26,7.75,1.70,0.84,0.64
121.05,23.7,31.559,38.154,57.342,86.216,202.708,253.431,200.828,272.319,131.374,36.348,17.763,22.416,1.02,1.36,1.85,2.87,6.54,8.45,6.48,8.78,4.38,1.17,0.59,0.72
121.75,24.3,31.652,32.382,43.724,66.002,104.452,142.308,128.782,170.476,325.538,244.037,95.96,39.683,1.02,1.16,1.41,2.20,3.37,4.74,4.15,5.50,10.85,7.87,3.20,1.28
121.05,23.45,31.697,42.68,39.103,74.334,202.712,258.862,204.638,255.872,186.188,69.656,45.134,32.522,1.02,1.52,1.26,2.48,6.54,8.63,6.60,8.25,6.21,2.25,1.50,1.05
121.05,23.45,31.697,42.68,39.103,74.334,202.712,258.862,204.638,255.872,186.188,69.656,45.134,32.522,1.02,1.52,1.26,2.48,6.54,8.63,6.60,8.25,6.21,2.25,1.50,1.05
121,23.15,31.73,26.6,40.185,61.512,142.265,240.905,263.409,236.777,248.838,55.462,30.234,22.376,1.02,0.95,1.30,2.05,4.59,8.03,8.50,7.64,8.29,1.79,1.01,0.72
120.9,23.65,31.865,38.613,52.75,84.478,225.536,316.89,247.202,289.656,126.835,41.109,19.714,20.11,1.03,1.38,1.70,2.82,7.28,10.56,7.97,9.34,4.23,1.33,0.66,0.65
121.05,23.25,31.894,27.525,33.366,52.732,135.897,211.334,218.87,223.542,247.978,65.786,38.422,24.43,1.03,0.98,1.08,1.76,4.38,7.04,7.06,7.21,8.27,2.12,1.28,0.79
120.8,24.45,31.907,44.863,82.511,108.029,177.493,232.851,119.35,190.858,63.904,7.317,6.546,18.868,1.03,1.60,2.66,3.60,5.73,7.76,3.85,6.16,2.13,0.24,0.22,0.61
121.35,23.1,31.99,32.344,31.88,49.18,101.363,148.179,195.329,213.44,243.946,86.086,54.122,32.672,1.03,1.16,1.03,1.64,3.27,4.94,6.30,6.89,8.13,2.78,1.80,1.05
121.55,24.1,32.062,44.567,63.341,49.195,93.469,117.047,164.342,158.202,194.815,111.438,60.451,31.154,1.03,1.59,2.04,1.64,3.02,3.90,5.30,5.10,6.49,3.59,2.02,1.00
120.8,24.6,32.114,43.624,87.452,111.32,170.532,188.538,82.862,170.902,59.01,8.59,8.738,15.508,1.04,1.56,2.82,3.71,5.50,6.28,2.67,5.51,1.97,0.28,0.29,0.50
120.95,24.8,32.142,54.998,96.474,94.761,163.896,160.156,48.538,117.553,56.724,16.134,11.8,24.959,1.04,1.96,3.11,3.16,5.29,5.34,1.57,3.79,1.89,0.52,0.39,0.81
121.1,23.7,32.154,38.328,58.813,76.947,173.07,226.722,181.107,235.09,146.75,34.482,20.168,23.186,1.04,1.37,1.90,2.56,5.58,7.56,5.84,7.58,4.89,1.11,0.67,0.75
121,23.7,32.176,37.08,58.282,99.67,232.041,292.392,208.93,284.909,133.784,38.61,17.255,22.484,1.04,1.32,1.88,3.32,7.49,9.75,6.74,9.19,4.46,1.25,0.58,0.73
120.95,23.4,32.31,43.449,56.512,102.485,299.546,436.167,305.119,331.3,190.511,66.902,34.13,26.86,1.04,1.55,1.82,3.42,9.66,14.54,9.84,10.69,6.35,2.16,1.14,0.87
120.75,23.6,32.441,40.97,57.538,95.316,256.479,406.796,318.741,411.624,165.89,37.604,18.41,19.292,1.05,1.46,1.86,3.18,8.27,13.56,10.28,13.28,5.53,1.21,0.61,0.62
120.8,24.65,32.447,47,89.465,101.863,168.72,189.061,68.4,152.358,55.279,9.246,7.4,16.51,1.05,1.68,2.89,3.40,5.44,6.30,2.21,4.91,1.84,0.30,0.25,0.53
121.4,23.1,32.62,33.835,25.667,42.896,96.82,139.706,167.98,177.674,232.39,119.297,55.206,37.959,1.05,1.21,0.83,1.43,3.12,4.66,5.42,5.73,7.75,3.85,1.84,1.22
120.9,23.7,32.653,39.532,58.48,106.732,235.474,332.77,267.177,291.386,144.896,38.24,19.659,22.454,1.05,1.41,1.89,3.56,7.60,11.09,8.62,9.40,4.83,1.23,0.66,0.72
120.95,23.9,32.722,48.595,67.067,120.761,259.374,385.928,274.006,272.202,108.171,18.832,14.046,21.532,1.06,1.74,2.16,4.03,8.37,12.86,8.84,8.78,3.61,0.61,0.47,0.69
120.9,24.3,32.743,49.758,97.488,115.838,229.912,407.946,246.682,292.608,99.861,11.737,13.476,17.89,1.06,1.78,3.14,3.86,7.42,13.60,7.96,9.44,3.33,0.38,0.45,0.58
120.9,24.3,32.743,49.758,97.488,115.838,229.912,407.946,246.682,292.608,99.861,11.737,13.476,17.89,1.06,1.78,3.14,3.86,7.42,13.60,7.96,9.44,3.33,0.38,0.45,0.58
121.1,23.8,32.876,34.272,61.442,90.822,212.412,252.569,155.077,222.738,160.726,36.451,17.146,21.77,1.06,1.22,1.98,3.03,6.85,8.42,5.00,7.19,5.36,1.18,0.57,0.70
121.4,23.35,33.132,37.378,28.266,51.49,100.519,158.921,175.746,208.683,266.014,176.464,85.168,35.479,1.07,1.33,0.91,1.72,3.24,5.30,5.67,6.73,8.87,5.69,2.84,1.14
120.8,24.4,33.16,48.238,89.088,118.686,208.303,281.451,140.333,244.187,77.88,9.51,6.538,22.928,1.07,1.72,2.87,3.96,6.72,9.38,4.53,7.88,2.60,0.31,0.22,0.74
121.5,23.85,33.228,43.698,55.144,59.516,122.31,179.34,147.571,227.829,252.82,174.83,73.226,33.684,1.07,1.56,1.78,1.98,3.95,5.98,4.76,7.35,8.43,5.64,2.44,1.09
121.6,23.95,33.245,46.337,49.381,59.722,116.386,144.86,141.584,169.921,229.095,156.774,73.653,35.389,1.07,1.65,1.59,1.99,3.75,4.83,4.57,5.48,7.64,5.06,2.46,1.14
121.6,24.1,33.343,41.468,55.091,51.643,88.768,127.24,145.638,158.6,216.017,131.303,57.989,33.608,1.08,1.48,1.78,1.72,2.86,4.24,4.70,5.12,7.20,4.24,1.93,1.08
120.95,24.75,33.418,53.186,101.046,83.818,141.449,149.174,44.801,126.636,52.688,10.916,8.487,20.97,1.08,1.90,3.26,2.79,4.56,4.97,1.45,4.09,1.76,0.35,0.28,0.68
121.05,23.85,33.524,42.26,73.5,113.59,244.182,333.896,177.562,235.225,128.783,29.906,17.688,21.582,1.08,1.51,2.37,3.79,7.88,11.13,5.73,7.59,4.29,0.96,0.59,0.70
121.15,23.45,33.536,45.242,46.132,59.427,153.038,215.544,200.508,213.198,212.944,89.89,53.556,32.923,1.08,1.62,1.49,1.98,4.94,7.18,6.47,6.88,7.10,2.90,1.79,1.06
121.6,23.9,33.541,41.744,47.302,64.601,112.47,148.38,150.516,176.372,243.288,173.955,74.904,35.734,1.08,1.49,1.53,2.15,3.63,4.95,4.86,5.69,8.11,5.61,2.50,1.15
121.05,23.5,33.698,50.781,50.764,79.036,218.694,280.555,222.031,286.393,192.356,61.54,43.406,32.751,1.09,1.81,1.64,2.63,7.05,9.35,7.16,9.24,6.41,1.99,1.45,1.06
121.05,23.5,33.698,50.781,50.764,79.036,218.694,280.555,222.031,286.393,192.356,61.54,43.406,32.751,1.09,1.81,1.64,2.63,7.05,9.35,7.16,9.24,6.41,1.99,1.45,1.06
120.9,23.45,33.772,43.573,67.376,110.476,319.556,492.694,346.642,450.614,207.112,57.391,26.546,31.163,1.09,1.56,2.17,3.68,10.31,16.42,11.18,14.54,6.90,1.85,0.88,1.01
120.9,23.45,33.772,43.573,67.376,110.476,319.556,492.694,346.642,450.614,207.112,57.391,26.546,31.163,1.09,1.56,2.17,3.68,10.31,16.42,11.18,14.54,6.90,1.85,0.88,1.01
121.65,24.25,33.794,33.384,39.018,53.324,103.55,139.808,145.974,173.459,277.136,182.022,89.536,35.849,1.09,1.19,1.26,1.78,3.34,4.66,4.71,5.60,9.24,5.87,2.98,1.16
120.75,23.7,33.899,40.069,63.494,104.81,275.594,419.974,338.608,398.206,178.524,37.888,18.956,22.191,1.09,1.43,2.05,3.49,8.89,14.00,10.92,12.85,5.95,1.22,0.63,0.72
121.1,23.5,33.922,50.048,47.573,62.22,175.313,235.21,205.55,247.946,183.966,61.186,42.93,31.443,1.09,1.79,1.53,2.07,5.66,7.84,6.63,8.00,6.13,1.97,1.43,1.01
121.1,23.5,33.922,50.048,47.573,62.22,175.313,235.21,205.55,247.946,183.966,61.186,42.93,31.443,1.09,1.79,1.53,2.07,5.66,7.84,6.63,8.00,6.13,1.97,1.43,1.01
121.55,23.95,33.968,42.624,52.579,50.65,100.594,139.812,137.6,187.998,243.044,162.892,63.986,31.301,1.10,1.52,1.70,1.69,3.24,4.66,4.44,6.06,8.10,5.25,2.13,1.01
