lon,lat,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 120.75,  24.30,22.64,206.907,36.26,276.894,30.483,236.706,185.935,336.158,18.102,0.031,70.183,69.559
 120.80,  24.30,24.196,220.047,47.152,300.013,45.578,308.382,196.187,342.224,33.273,0.0,62.387,67.025
 120.85,  24.30,36.12,255.431,46.324,345.933,72.628,378.691,223.172,321.861,66.796,7.107,68.796,71.394
 120.90,  24.30,42.914,304.546,57.045,391.361,106.941,408.438,239.078,368.54,107.459,35.238,72.219,87.766
 121.00,  24.30,76.554,408.06,118.317,558.051,216.164,459.716,230.001,364.821,76.87,6.604,114.634,133.623
 121.05,  24.30,82.944,432.607,126.169,583.662,219.724,434.344,236.947,353.294,63.732,8.744,137.567,135.576
 121.10,  24.30,76.632,462.183,119.132,580.716,185.29,342.403,185.227,336.347,40.174,8.43,133.618,117.199
 120.70,  24.35,19.691,189.555,39.458,273.493,26.931,173.356,202.042,294.612,10.574,0.111,88.23,67.091
 120.75,  24.35,21.008,196.717,46.927,289.757,36.53,230.077,188.247,321.088,17.356,0.035,88.842,65.688
 120.80,  24.35,24.486,219.924,59.687,317.064,47.116,280.168,188.527,328.017,29.33,0.0,77.806,70.229
 120.85,  24.35,33.931,268.15,71.202,363.777,78.591,326.263,187.916,366.129,70.344,9.321,75.542,86.097
 120.90,  24.35,44.441,325.938,85.158,403.159,136.533,370.954,196.757,399.133,120.355,28.837,76.685,99.851
 120.95,  24.35,52.397,341.318,91.175,430.585,165.992,411.248,184.393,418.452,140.265,32.743,78.616,110.285
 121.00,  24.35,65.792,365.772,105.626,475.499,175.98,377.218,181.522,371.424,80.227,3.403,94.124,124.644
 121.05,  24.35,72.533,366.138,110.72,486.82,173.072,320.988,220.043,377.77,66.105,7.906,122.795,138.532
 121.10,  24.35,78.867,431.495,128.131,534.737,162.308,304.352,199.924,394.765,59.005,10.896,144.783,134.085
