lon,lat,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 120.75,  24.30,59.238,370.204,459.736,96.087,202.562,274.324,135.292,132.691,11.533,2.114,0.0,10.31
 120.80,  24.30,62.993,408.858,487.058,100.543,210.729,323.462,86.264,131.786,10.144,2.598,0.0,12.793
 120.85,  24.30,69.586,426.162,512.594,103.339,213.141,381.37,92.826,107.973,15.124,5.415,0.0,12.153
 120.90,  24.30,83.132,467.827,561.466,103.26,238.742,447.033,87.913,114.343,35.456,5.989,0.0,3.969
 121.00,  24.30,153.957,519.056,813.299,147.353,450.354,801.498,91.692,212.085,72.632,41.448,1.924,15.562
 121.05,  24.30,183.629,648.612,919.148,166.798,463.203,824.108,73.017,231.844,90.704,50.449,13.062,42.902
 121.10,  24.30,172.328,778.857,977.546,159.229,360.566,616.275,38.0,157.638,69.755,38.234,19.156,44.457
 120.70,  24.35,56.875,346.985,464.757,96.416,214.725,232.071,112.669,125.895,13.61,0.193,0.0,5.85
 120.75,  24.35,51.78,369.469,491.837,96.042,184.316,249.54,128.705,140.804,14.349,1.243,0.0,9.429
 120.80,  24.35,64.28,404.395,523.102,96.705,185.554,324.311,101.099,154.28,13.01,1.265,0.0,12.696
 120.85,  24.35,72.154,441.983,569.854,105.664,212.508,339.54,82.393,110.774,17.57,1.812,0.0,9.236
 120.90,  24.35,101.28,502.599,645.286,114.879,270.94,425.509,89.436,125.214,54.529,2.668,0.0,2.348
 120.95,  24.35,114.429,532.07,692.033,118.368,342.262,529.678,115.217,162.541,82.148,9.326,0.0,3.98
 121.00,  24.35,140.324,574.594,788.503,136.483,365.512,629.224,77.219,162.617,67.898,18.141,0.974,8.78
 121.05,  24.35,177.821,659.761,913.846,158.928,429.162,720.329,51.249,191.142,84.964,41.656,14.783,40.669
 121.10,  24.35,179.361,767.122,990.683,157.301,385.896,624.468,35.071,147.812,90.998,46.767,22.35,50.198
 121.15,  24.35,176.21,861.025,1015.874,152.707,338.208,515.914,27.401,112.659,100.36,48.486,20.736,56.14
 121.20,  24.35,176.741,895.901,932.972,149.999,303.309,410.949,23.757,102.14,117.365,55.834,10.508,64.803
 120.65,  24.40,64.78,318.963,439.244,99.491,223.997,211.93,84.068,77.695,2.826,0.0,0.0,4.941
 120.70,  24.40,59.096,347.414,474.623,96.501,218.196,214.882,112.134,96.658,10.818,0.073,0.0,7.928
 120.75,  24.40,67.477,373.246,502.609,95.555,202.031,227.481,124.428,127.51,21.688,1.214,0.0,15.753
 120.80,  24.40,76.892,406.487,538.212,101.238,198.483,296.38,97.33,132.587,21.161,1.369,0.0,11.944
 120.85,  24.40,83.446,449.999,597.573,106.933,217.833,348.348,82.624,118.242,31.633,1.031,0.0,8.622
 120.90,  24.40,101.979,487.917,644.848,112.888,247.088,392.086,79.299,128.813,54.911,1.956,0.0,8.043
 120.95,  24.40,120.668,538.802,683.338,120.184,278.822,427.951,82.37,153.064,84.728,6.164,0.142,7.951
 121.00,  24.40,142.039,583.183,715.241,124.181,330.534,467.38,61.55,165.55,73.706,9.738,3.351,23.021
 121.05,  24.40,146.751,621.147,752.888,121.093,375.729,621.07,37.114,193.402,90.357,19.074,8.406,34.919
