lon,lat,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 120.75,  24.30,58.376,86.087,40.803,132.465,94.238,75.103,21.921,643.657,18.858,8.778,21.668,0.006
 120.80,  24.30,81.756,81.816,34.497,99.475,87.75,53.51,53.201,667.641,20.142,7.595,29.973,0.0
 120.85,  24.30,83.865,83.404,34.804,75.371,75.556,65.237,57.915,724.392,31.707,6.212,33.933,0.0
 120.90,  24.30,82.547,97.994,42.483,109.678,94.164,98.995,65.973,714.715,43.86,13.95,38.068,0.0
 121.00,  24.30,120.324,177.117,58.788,253.834,188.456,53.52,53.95,695.433,44.832,26.981,55.175,0.778
 121.05,  24.30,152.126,225.599,56.881,285.266,225.567,36.551,49.651,720.783,43.421,40.155,75.182,3.612
 121.10,  24.30,148.134,233.014,56.225,284.379,202.802,20.666,21.289,580.231,46.573,37.355,62.858,3.804
 120.70,  24.35,41.336,85.698,46.131,112.612,101.892,31.551,13.248,472.266,17.882,6.752,14.822,0.0
 120.75,  24.35,43.026,97.462,45.948,129.745,86.009,50.237,20.784,600.493,14.41,9.188,10.159,0.0
 120.80,  24.35,66.278,107.771,39.173,106.47,75.786,36.397,49.769,645.06,13.167,10.068,22.273,0.0
 120.85,  24.35,79.724,101.696,42.533,95.623,76.273,40.363,45.746,638.766,26.158,9.909,35.965,0.0
 120.90,  24.35,84.711,124.963,49.388,143.253,125.343,93.186,65.136,648.324,49.902,21.697,42.621,0.0
 120.95,  24.35,92.885,152.011,57.579,183.65,146.89,142.55,81.097,608.71,58.989,26.99,45.014,0.028
 121.00,  24.35,112.604,195.469,55.142,232.739,173.613,68.46,49.93,635.619,41.017,32.386,54.248,0.136
 121.05,  24.35,138.417,235.128,59.2,266.042,198.269,36.624,33.528,662.25,35.495,39.351,71.84,2.747
 121.10,  24.35,141.596,250.513,64.173,267.592,197.972,25.858,12.891,585.579,45.942,41.951,72.36,3.968
 121.15,  24.35,143.066,268.931,70.737,260.015,200.044,22.191,2.521,523.377,62.289,43.95,73.421,4.606
 121.20,  24.35,142.599,272.06,75.448,247.896,216.103,20.644,1.461,472.493,81.33,50.342,79.549,6.687
 120.65,  24.40,46.441,80.643,41.612,59.487,61.759,13.648,3.18,296.009,7.254,6.334,26.064,0.0
 120.70,  24.40,43.903,85.022,48.256,86.477,75.843,30.508,12.147,369.074,13.222,8.338,22.853,0.0
 120.75,  24.40,52.118,106.983,58.084,113.091,89.027,44.816,35.751,481.607,17.659,8.8,25.706,0.0
 120.80,  24.40,78.243,138.669,53.063,123.592,86.559,39.866,38.712,575.649,19.649,12.474,32.418,0.0
 120.85,  24.40,84.728,134.179,51.09,134.079,89.081,50.234,49.487,615.583,27.81,12.545,38.317,0.0
 120.90,  24.40,90.008,142.88,52.192,160.304,120.115,67.704,58.903,587.921,37.971,19.491,40.33,0.0
 120.95,  24.40,103.555,186.704,54.526,192.417,151.038,112.016,89.095,575.683,59.394,33.384,49.005,0.016
 121.00,  24.40,114.92,193.871,51.511,215.515,161.091,77.909,71.514,564.107,55.944,31.828,54.059,1.487
 121.05,  24.40,126.874,175.356,44.508,237.873,161.536,43.528,19.727,545.741,32.983,31.72,49.245,2.868
 121.10,  24.40,128.916,189.705,59.1,247.723,177.058,31.249,2.569,518.129,46.666,37.567,56.014,3.559
 121.15,  24.40,133.13,221.444,69.747,243.029,186.425,27.351,0.108,481.998,64.94,41.872,63.294,4.139
 121.20,  24.40,128.24,229.046,75.011,226.375,201.699,24.301,0.322,439.713,88.904,43.789,70.754,4.232
 121.25,  24.40,107.131,181.056,76.178,193.875,230.54,22.562,1.669,403.958,132.08,42.727,77.817,5.097
 120.60,  24.45,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
 120.65,  24.45,36.989,75.237,42.956,59.868,30.891,9.518,5.285,253.283,0.295,6.417,28.097,0.0
 120.70,  24.45,44.913,80.468,48.219,81.504,51.823,24.091,10.045,281.918,5.59,4.275,27.777,0.0
 120.75,  24.45,57.455,108.917,61.19,114.362,83.266,36.728,38.189,369.052,17.98,4.144,36.818,0.0
 120.80,  24.45,72.886,127.798,63.001,131.149,93.77,37.815,39.32,476.038,22.224,5.385,35.85,0.0
 120.85,  24.45,77.601,134.211,60.103,143.21,110.504,45.542,53.335,541.5,28.989,5.487,40.007,0.0
