lon,lat,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 120.75,  24.30,83.019,4.585,41.76,156.358,188.964,147.956,469.499,87.129,409.399,8.418,1.899,4.281
 120.80,  24.30,88.39,5.045,53.919,173.621,209.207,147.138,491.978,96.628,348.234,8.166,2.001,7.061
 120.85,  24.30,116.144,7.459,58.392,172.664,258.912,203.349,492.59,101.332,331.158,5.472,2.531,8.754
 120.90,  24.30,145.981,9.714,72.394,225.362,304.178,305.167,534.627,138.49,366.066,7.554,4.951,9.125
 121.00,  24.30,217.055,18.101,137.862,330.409,527.33,420.364,493.034,105.57,561.074,30.685,14.947,19.404
 121.05,  24.30,222.48,18.799,151.689,341.734,555.438,411.251,463.55,127.814,547.638,43.541,20.332,26.059
 121.10,  24.30,211.917,18.271,149.52,339.145,442.233,322.224,375.761,95.886,424.621,36.472,21.104,29.123
 120.70,  24.35,81.462,4.396,44.655,156.886,142.805,150.443,354.594,70.337,507.812,10.799,1.397,6.419
 120.75,  24.35,81.688,5.076,47.032,165.111,172.453,151.016,430.083,40.383,538.37,14.096,2.712,5.416
 120.80,  24.35,92.652,5.599,52.409,183.149,190.594,164.573,466.267,67.32,445.582,16.321,2.745,7.298
 120.85,  24.35,123.592,8.19,65.905,212.111,239.228,215.528,491.444,77.271,415.409,18.213,3.495,8.899
 120.90,  24.35,151.474,11.35,85.19,255.662,317.895,286.943,517.559,105.067,434.093,16.872,6.187,9.754
 120.95,  24.35,159.899,13.314,92.93,277.408,365.718,313.285,525.912,115.044,461.023,16.014,7.452,11.396
 121.00,  24.35,183.546,14.206,119.042,301.179,401.06,300.799,455.121,88.428,498.327,30.671,12.24,16.141
 121.05,  24.35,195.72,12.87,139.337,314.939,407.014,291.938,417.491,122.091,501.949,49.182,19.441,21.131
 121.10,  24.35,218.427,16.56,155.225,333.219,388.006,281.92,355.189,98.824,470.873,56.118,23.864,27.62
 121.15,  24.35,249.656,22.238,170.469,287.559,376.193,283.041,324.331,76.387,463.436,62.094,27.072,35.958
 121.20,  24.35,259.421,23.212,162.71,137.399,329.209,272.079,328.83,59.733,448.756,70.693,29.239,42.234
 120.65,  24.40,79.033,2.071,51.348,188.71,144.808,116.812,455.454,37.742,688.604,3.815,1.587,7.648
 120.70,  24.40,80.387,3.562,51.826,172.495,140.318,124.414,367.612,43.202,705.969,9.967,1.953,7.653
 120.75,  24.40,95.269,8.552,59.579,209.35,172.404,193.985,407.95,58.335,828.22,22.139,3.8,11.389
