lon,lat,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 120.75,  24.30,101.038,364.31,122.457,151.003,172.748,533.52,43.998,102.618,96.519,140.133,0.0,46.526
 120.80,  24.30,104.417,398.864,144.537,138.804,191.205,556.153,53.871,163.166,104.92,159.167,0.0,47.174
 120.85,  24.30,119.129,437.602,150.127,139.894,210.565,504.638,39.488,212.837,121.111,196.248,0.0,46.825
 120.90,  24.30,142.758,487.007,174.42,187.222,231.152,563.697,55.299,211.045,190.239,250.011,0.0,51.218
 121.00,  24.30,221.843,707.354,262.863,283.975,256.587,765.897,66.424,169.097,223.323,328.842,2.979,125.363
 121.05,  24.30,231.557,728.954,270.338,294.879,248.569,717.92,53.184,170.851,208.768,357.829,7.542,141.32
 121.10,  24.30,215.12,689.06,242.413,224.689,179.166,497.477,27.117,130.083,168.063,342.006,8.993,119.333
 120.70,  24.35,96.938,348.378,124.73,153.02,151.121,412.738,16.136,71.538,105.73,167.175,0.0,47.312
 120.75,  24.35,95.174,324.184,118.719,141.687,149.877,521.346,27.351,69.661,113.389,153.387,0.0,49.479
 120.80,  24.35,111.431,374.288,149.886,125.965,179.272,547.54,37.573,124.587,114.084,187.835,0.0,54.71
 120.85,  24.35,135.855,439.784,170.342,166.005,202.533,570.334,29.309,149.096,124.923,287.521,0.754,58.891
 120.90,  24.35,156.774,511.119,196.014,192.916,239.45,542.061,67.467,134.967,198.599,298.785,0.374,54.162
 120.95,  24.35,169.79,514.838,204.237,206.128,240.586,519.573,93.593,151.635,232.329,267.988,2.819,61.195
 121.00,  24.35,189.263,597.706,219.19,222.828,229.192,546.126,63.392,133.144,206.855,291.4,2.827,85.476
 121.05,  24.35,196.852,662.875,215.493,228.984,223.527,494.551,58.14,175.47,209.302,317.348,4.808,97.338
 121.10,  24.35,201.86,694.37,224.569,205.165,204.63,421.624,26.975,168.232,191.277,358.09,8.42,112.496
 121.15,  24.35,212.437,732.602,249.4,185.975,184.729,396.013,9.099,139.586,172.9,418.301,12.043,135.951
 121.20,  24.35,214.818,691.995,264.294,174.075,162.315,378.544,10.407,122.767,144.542,450.895,18.517,142.024
 120.65,  24.40,84.002,261.78,99.17,151.465,128.636,286.779,19.446,88.645,98.215,299.486,0.0,48.875
 120.70,  24.40,82.733,286.854,110.402,166.212,120.168,371.724,22.915,76.633,114.962,174.68,0.023,45.772
 120.75,  24.40,103.203,333.746,142.02,155.774,149.272,548.805,42.249,80.992,172.826,192.488,0.727,53.892
 120.80,  24.40,109.255,355.087,148.568,138.041,155.186,565.787,21.889,94.416,161.884,216.981,0.814,53.932
 120.85,  24.40,138.524,426.363,165.996,153.992,158.042,604.329,22.098,108.654,164.704,291.481,1.486,65.008
 120.90,  24.40,162.441,499.93,187.373,189.563,211.41,560.908,51.13,117.86,185.442,276.754,1.273,63.037
 120.95,  24.40,171.13,514.166,194.042,202.312,240.22,509.791,88.485,145.54,180.125,213.985,3.251,65.329
 121.00,  24.40,180.586,567.675,211.378,210.165,236.017,473.318,74.214,135.116,180.429,280.43,3.153,70.452
 121.05,  24.40,175.228,565.765,204.811,201.607,189.023,415.986,55.476,180.641,169.318,260.219,4.601,80.062
 121.10,  24.40,200.967,636.302,232.659,182.971,189.27,397.477,29.085,139.679,184.833,361.015,5.984,104.944
 121.15,  24.40,217.597,667.554,254.644,167.716,181.698,380.56,17.435,108.49,183.365,444.486,6.715,120.815
 121.20,  24.40,211.909,629.794,254.257,154.115,165.763,376.984,18.055,86.568,167.425,487.688,6.954,122.937
