lon,lat,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 120.75,  24.30,32.057,351.506,85.687,162.682,202.334,246.478,109.407,631.541,140.484,13.448,41.433,77.165
 120.80,  24.30,30.003,363.688,94.648,175.241,210.722,315.294,188.946,609.783,142.231,28.283,38.39,87.433
 120.85,  24.30,30.353,387.809,100.259,199.397,213.856,378.578,180.387,655.953,138.685,32.507,35.031,108.541
 120.90,  24.30,33.183,411.775,102.311,219.406,217.166,435.119,138.979,733.138,137.196,39.592,31.535,120.373
 121.00,  24.30,67.505,462.124,118.083,229.761,281.026,629.75,65.659,811.067,138.758,2.783,62.678,68.789
 121.05,  24.30,78.107,681.16,181.727,256.79,312.092,630.779,41.496,778.129,193.816,2.262,89.941,131.669
 121.10,  24.30,71.307,755.318,193.859,246.325,274.625,491.266,38.137,633.543,204.08,7.1,90.297,145.49
 120.70,  24.35,27.309,355.681,63.512,159.746,167.303,229.443,47.978,587.583,107.173,6.588,31.768,98.007
 120.75,  24.35,30.311,378.125,73.434,175.06,187.714,255.48,102.73,611.54,82.3,24.215,37.862,98.416
 120.80,  24.35,32.319,395.843,81.753,194.602,206.584,292.8,160.974,637.482,88.855,43.335,42.887,105.888
 120.85,  24.35,32.022,430.213,99.407,222.993,189.599,337.4,133.167,650.205,107.025,44.084,30.797,113.737
 120.90,  24.35,36.88,479.098,119.478,266.622,189.466,440.506,124.478,768.233,133.013,49.182,27.373,127.611
 120.95,  24.35,43.498,481.991,123.738,266.402,236.656,497.52,134.032,804.691,165.782,45.075,32.862,122.441
 121.00,  24.35,60.438,547.117,145.385,229.427,255.514,539.423,78.912,777.812,170.671,9.629,55.153,117.844
 121.05,  24.35,76.778,657.208,173.473,219.191,271.216,566.841,45.694,737.565,201.435,1.233,88.965,127.497
 121.10,  24.35,78.097,724.774,186.989,222.112,249.983,476.622,40.723,661.481,207.479,5.715,93.384,132.232
 121.15,  24.35,77.206,777.364,198.351,256.668,226.475,391.585,40.061,602.921,217.225,35.629,92.296,139.078
 121.20,  24.35,75.179,809.458,204.737,280.97,203.728,342.118,36.478,543.744,235.773,98.567,92.165,140.215
 120.65,  24.40,28.253,355.809,61.321,142.465,149.54,184.445,19.882,546.571,77.181,15.956,23.24,79.866
 120.70,  24.40,30.61,394.896,65.981,160.586,170.953,216.22,34.449,583.075,81.288,19.662,26.922,92.257
 120.75,  24.40,31.676,427.553,78.885,181.359,181.866,239.047,85.109,619.56,76.196,31.985,31.404,105.993
 120.80,  24.40,35.922,445.156,94.176,202.558,151.104,273.979,101.656,625.686,86.656,48.516,28.519,113.987
 120.85,  24.40,32.586,471.864,108.027,233.047,147.329,333.827,104.115,663.759,112.692,61.408,21.117,116.638
 120.90,  24.40,35.97,502.933,122.246,263.536,163.698,384.419,109.213,725.025,128.575,59.412,22.208,127.091
 120.95,  24.40,47.496,514.972,136.867,291.884,175.713,453.207,122.791,784.366,164.993,46.171,26.226,133.619
 121.00,  24.40,57.7,543.327,151.436,286.131,226.369,500.62,104.931,803.398,187.131,24.549,59.136,136.328
 121.05,  24.40,60.308,619.809,158.406,190.707,263.054,521.324,61.263,715.88,175.028,4.368,72.881,117.681
 121.10,  24.40,72.914,707.393,175.939,188.385,232.754,431.495,50.724,683.436,175.13,16.532,82.762,112.411
 121.15,  24.40,78.019,762.0,187.637,232.969,213.759,360.848,54.696,653.945,178.626,54.011,88.22,132.642
 121.20,  24.40,76.545,767.335,187.974,262.694,189.793,316.973,59.525,581.177,176.502,110.844,90.352,145.876
 121.25,  24.40,70.544,681.108,168.982,241.536,170.305,301.548,77.901,467.24,170.753,146.451,91.845,132.025
 120.60,  24.45,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
 120.65,  24.45,23.647,341.915,59.349,120.997,133.295,165.909,25.655,379.278,49.495,9.296,25.451,68.186
 120.70,  24.45,29.827,403.299,65.594,146.691,144.845,179.597,29.455,491.276,66.11,21.642,25.223,83.011
 120.75,  24.45,33.077,452.522,80.876,168.002,153.458,192.208,61.511,592.835,74.191,35.351,28.364,97.767
 120.80,  24.45,34.579,470.62,88.586,192.076,140.274,221.137,81.764,595.729,83.032,48.264,28.281,104.871
 120.85,  24.45,28.874,518.858,97.639,229.052,146.323,260.858,96.747,651.916,116.877,62.423,27.802,116.031
 120.90,  24.45,33.443,554.765,119.335,252.045,100.451,310.753,98.655,720.163,131.714,59.119,12.969,128.391
 120.95,  24.45,48.078,557.818,140.104,307.163,137.71,378.268,132.565,809.931,167.203,62.507,28.06,139.663
 121.00,  24.45,48.23,549.194,141.164,280.156,200.448,414.417,117.101,785.623,152.865,37.831,45.814,126.249
 121.05,  24.45,49.668,629.048,152.442,155.214,227.953,451.268,99.664,710.529,145.298,23.506,61.46,73.884
 121.10,  24.45,69.93,738.819,176.415,136.565,200.105,373.962,81.193,725.876,148.006,51.376,80.423,65.534
 121.15,  24.45,82.448,776.691,186.69,219.924,206.125,330.727,95.18,750.573,152.091,106.173,89.516,117.917
 121.20,  24.45,82.367,747.592,179.117,264.69,182.827,293.038,102.653,664.362,140.973,162.75,91.218,151.951
 121.25,  24.45,72.566,635.278,152.018,228.885,138.075,261.31,100.05,519.382,139.937,158.86,88.619,137.405
 121.30,  24.45,62.526,533.187,125.504,195.281,114.711,241.707,87.296,410.117,183.033,130.814,78.827,133.774
 121.35,  24.45,63.123,467.455,106.83,159.007,93.731,228.63,64.705,324.302,264.445,122.255,68.924,138.489
 120.65,  24.50,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
 120.70,  24.50,28.539,409.025,62.046,137.412,115.021,145.964,27.738,424.141,52.636,13.249,26.131,78.369
 120.75,  24.50,30.508,449.695,73.19,152.791,120.606,153.707,44.131,502.233,63.532,22.525,27.402,83.807
 120.80,  24.50,33.062,484.452,80.396,177.039,131.225,178.155,63.886,546.973,72.804,40.472,29.293,92.794
 120.85,  24.50,36.834,520.124,96.517,210.115,124.145,208.322,80.308,590.415,92.607,62.442,32.265,103.334
 120.90,  24.50,38.935,554.832,117.422,239.62,102.691,247.659,91.785,638.904,120.021,74.386,21.124,115.918
 120.95,  24.50,47.42,564.081,136.642,256.134,141.946,333.287,111.952,730.893,133.307,64.225,30.96,116.912
