lon,lat,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 120.75,  24.30,26.012,26.092,228.887,77.732,260.364,37.125,132.755,162.768,38.076,15.143,0.784,25.606
 120.80,  24.30,15.955,27.343,212.09,90.285,248.732,27.658,127.974,163.495,51.011,9.662,0.174,21.083
 120.85,  24.30,16.247,33.474,242.243,111.518,295.401,59.441,180.834,197.273,108.352,18.645,0.0,27.598
 120.90,  24.30,39.292,38.006,306.875,136.585,406.331,113.777,276.762,275.402,210.211,44.199,0.712,52.001
 121.00,  24.30,108.309,37.665,462.908,271.673,622.91,151.289,334.853,246.756,228.556,64.307,3.714,76.081
 121.05,  24.30,118.269,94.804,490.521,318.641,601.613,145.914,321.087,214.933,216.715,85.543,8.611,85.038
 121.10,  24.30,113.78,124.036,517.43,304.057,548.693,107.445,163.497,172.773,155.535,57.99,11.839,55.073
 120.70,  24.35,18.935,12.188,225.889,80.774,233.65,49.121,92.338,136.488,28.079,16.377,0.0,15.32
 120.75,  24.35,27.973,23.913,234.1,70.096,250.408,37.605,116.454,135.793,31.423,18.721,0.007,19.954
 120.80,  24.35,24.61,25.731,245.635,88.904,276.274,40.177,135.466,147.139,44.283,18.275,1.257,29.81
 120.85,  24.35,23.544,29.784,285.048,101.308,307.089,60.071,131.803,150.93,87.971,20.979,0.663,36.738
 120.90,  24.35,45.011,36.872,343.192,110.053,424.577,115.237,188.797,202.641,156.413,29.355,4.22,48.954
 120.95,  24.35,61.343,51.995,378.542,154.103,489.217,141.706,192.258,240.828,172.297,38.858,6.494,55.644
 121.00,  24.35,82.22,66.757,432.114,170.807,559.579,138.455,221.206,181.398,196.697,42.78,6.305,51.641
 121.05,  24.35,108.013,95.979,494.481,272.365,572.985,148.146,227.332,178.743,225.636,53.114,7.722,46.616
 121.10,  24.35,111.178,120.185,535.802,308.546,539.531,128.104,131.302,155.414,215.987,51.502,10.331,34.248
 121.15,  24.35,112.2,136.388,561.137,301.823,496.126,107.725,67.161,131.469,204.222,60.514,13.207,26.608
 121.20,  24.35,114.816,136.818,541.272,286.093,431.693,88.182,41.605,133.728,157.529,96.017,15.379,30.019
 120.65,  24.40,11.999,6.661,224.706,65.189,174.088,53.473,53.53,106.661,18.92,12.413,0.0,8.516
 120.70,  24.40,18.168,8.886,232.691,89.475,230.639,54.275,66.242,120.995,29.778,19.883,0.065,13.832
 120.75,  24.40,36.702,19.119,266.833,111.384,281.225,62.546,101.458,157.375,48.616,27.955,1.32,25.957
 120.80,  24.40,46.178,28.797,321.584,121.685,334.524,85.277,117.469,165.787,78.082,32.11,4.585,34.298
 120.85,  24.40,44.039,36.965,331.783,116.604,363.752,91.037,130.965,143.799,102.348,27.852,4.429,41.637
 120.90,  24.40,48.871,41.774,355.532,105.384,427.955,118.948,166.06,154.693,135.157,29.399,4.781,45.718
 120.95,  24.40,66.718,61.742,398.733,128.869,541.376,150.945,197.439,183.548,170.536,35.588,4.54,66.479
 121.00,  24.40,76.415,80.266,405.546,138.337,562.029,143.446,231.523,178.076,150.512,43.237,4.29,64.755
 121.05,  24.40,85.759,87.947,408.932,228.589,540.698,137.127,232.011,210.405,128.743,47.24,8.618,37.956
 121.10,  24.40,87.487,95.449,474.137,270.766,509.108,113.089,131.827,160.345,183.65,53.884,10.141,46.746
 121.15,  24.40,98.803,107.225,508.92,266.08,463.157,91.295,73.287,136.669,198.116,72.612,11.733,52.113
 121.20,  24.40,106.07,104.919,483.556,245.403,402.93,76.198,46.709,129.144,162.465,116.781,12.994,62.774
 121.25,  24.40,99.283,89.84,381.312,210.042,339.813,104.458,44.1,139.252,96.133,216.081,13.197,83.628
 120.60,  24.45,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
 120.65,  24.45,15.439,5.558,239.274,50.262,199.86,54.191,40.435,100.694,17.398,14.885,0.0,13.807
 120.70,  24.45,14.341,6.85,247.516,86.607,219.153,48.705,31.942,83.704,17.525,15.35,0.054,15.904
